Location name,Amount spent (TWD)
Changhua,14378
Chiayi,3062
Hsinchu,6206
Hsinchu City,9715
Hualien,5229
Kaohsiung,44717
Keelung City,7671
Kinmen,727
Lienchiang,≤100
Miaoli,5995
Nantou,6750
New Taipei City,79075
Penghu,1059
Pingtung,8550
Taichung,56155
Tainan,27713
Taipei,58197
Taitung,4241
Taoyuan City,41485
Unknown,5910
Yilan,5083
Yunlin,7574
