Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2695,6
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1613,1
100835685957727,PRO PEACE KENYA,Brenda Kananu,1430,8
110408975208360,Talking about matters,Well Made Strategy LLP,1087,8
1727289200726711,Search for Common Ground Kenya,Dominick Mwambui,709,1
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,517,1
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,349,2
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,313,2
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,296,2
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,208,3
40775064593,Microsoft Cloud Partner Program,These ads ran without a disclaimer,199,2
115460141448310,Kithure Kindiki Supporters,Robert Waswa Simiyu,160,1
108703681766380,Hustler Media,Robert Waswa Simiyu,134,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,109,1
166444740431152,"Hon Faith Wairimu Gitau, Mamii mwega wa Nyandarua.",These ads ran without a disclaimer,108,1
101934352825696,hotel_boulevard,These ads ran without a disclaimer,101,1
1743520282644325,National Security Watch,Peris Wambui Mugi,≤100,1
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,≤100,1
110973434544853,Nakuru City News,Samuel Mwangi,≤100,1
1692208237695305,Button Badges,George Kingori Warui,≤100,1
1787885808135649,The Human Aspect,These ads ran without a disclaimer,≤100,1
1506723769658512,Susan Kihika,Susan Kihika,≤100,1
102716947903015,MIKE DANSTON EGH.,Mike Danston Cbs,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100,2
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,2
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,2
107776238886660,BatteryLand,These ads ran without a disclaimer,≤100,1
114208138207880,lesetatsunisdesafro,These ads ran without a disclaimer,≤100,1
100973158085115,Christmas Covenant,These ads ran without a disclaimer,≤100,1
607528002785540,Rio Veradonir,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
