Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,18711,7
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,Jóhanna Gunnarsdóttir í stjórn VR 2023,4796,2
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,3542,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,2627,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2477,2
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2025,2
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,1951,1
1587835178108517,Ekill.is,These ads ran without a disclaimer,1926,1
154893001218870,ADHD samtökin,ADHD samtökin,1877,4
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,1776,2
128854307193614,Landsvirkjun,Landsvirkjun,1507,1
103357006018056,Kjósum Helgu Ingólfs í stjórn VR 2023-2025,These ads ran without a disclaimer,1487,1
106979180938014,Samstöðin,Samstöðin ehf,1469,2
196907954119033,Orkustofnun,Orkustofnun,1381,1
396010277151129,Sjálfstæðisfélag Seltirninga,Sjálfstæðisfélag Seltirninga,1205,3
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,These ads ran without a disclaimer,1188,1
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,1158,5
622220361283956,Samorka,Samorka,1054,3
314036327204,VR,These ads ran without a disclaimer,928,1
276274722490886,Alþýðusamband Íslands - ASÍ,These ads ran without a disclaimer,810,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,743,1
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,686,1
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,586,1
107002601345017,VÁ - Félag um vernd fjarðar,These ads ran without a disclaimer,488,1
823788047675556,Call of War,These ads ran without a disclaimer,457,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,305,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,266,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,144,1
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,≤100,1
626846780726124,Viðreisn,Viðreisn,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
127276773973529,SEVA FOUNDATION,These ads ran without a disclaimer,≤100,1
100559435023160,GSE Technologies,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
105184622487022,gm.aerial,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,1
102962195574342,Best App to have fun,These ads ran without a disclaimer,≤100,1
167580079975960,Newnham Associates,These ads ran without a disclaimer,≤100,1
