Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,19920,49
104386908631938,Pathways Alliance,Pathways Alliance,3429,6
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,3017,17
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2887,8
9333642607,TELUS,TELUS,1800,5
261752512263,Canadian Red Cross,Canadian Red Cross,1565,10
177004795666755,Manitoba Government,Manitoba Government,1295,50
367773226675582,The Home Depot,The Home Depot,1237,5
121222984568561,Amnesty International Canada,Amnesty International Canada,1072,52
106917558391358,Alliance nouvelles voies,Pathways Alliance,925,2
113297740077607,Canadian Energy Centre,Canadian Energy Centre,873,130
154462904588700,Enbridge Gas,Enbridge Gas,847,76
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,845,89
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,726,3
139449499417715,Pharmaprix,Pharmaprix,722,8
281999881613,World Vision Canada,World Vision Canada,660,9
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,656,51
103947395932025,mstrishaaa,mstrishaaa,631,4
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,627,40
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,612,20
107385241806,Plan International Canada,Plan International Canada,605,48
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,579,16
1097840090260804,National Police Federation,National Police Federation,562,35
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,543,30
26394435211,Canadian Cancer Society,Canadian Cancer Society,518,4
202220023130891,Bell Canada,Bell Canada,441,4
114943114838621,Fuel Forward,Canadian Fuels Association,435,38
114849617772737,Care2 Canada,Press Pause Collective,423,12
504061526642471,Ontario Power Generation,Ontario Power Generation,396,4
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,372,58
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,369,4
405377872902754,Canada Action,Canada Action,363,21
123235041462,The Fraser Institute,Fraser Institute,357,29
1533253713597302,Elisabeth Léger,Elisabeth Léger,352,4
31912359596,University of Saskatchewan,University of Saskatchewan,331,13
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,310,8
222322717930469,Government of New Brunswick,Government of New Brunswick,308,2
1538230646323033,SecondStreet.org,SecondStreet.org,287,3
113141681850732,Keep Craft Beer Local,Ontario Craft Brewers,264,21
152467601467262,BMO Groupe financier,BMO Groupe financier,253,6
159713615718,WWF-Canada,WWF-Canada,251,20
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,248,74
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,238,16
127882984614,Manitoba NDP,Manitoba NDP,224,29
107741980784988,Canadian Health Food Association,Canadian Health Food Association,222,14
168617319831578,Nature Canada,Nature Canada,215,2
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,213,82
278388139026064,Patrick Brown,Patrick Brown,212,6
823970554364200,Ancient Forest Alliance,Ancient Forest Alliance,207,2
153447518036926,Kiehl's,These ads ran without a disclaimer,204,1
5794733873,David Suzuki Foundation,David Suzuki Foundation,203,30
2112106495731697,Wild First,Canadian Coastal Research Society,197,1
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,192,24
10633250963,Save the Children Canada,Save the Children Canada,191,26
108587420188,United Way Greater Toronto,United Way Greater Toronto,188,39
111445461983038,Twila Grosse - PC Candidate for Preston,Twila Grosse PC Campaign for Preston,182,7
102862259754198,MS.ThingsIsee,MS.ThingsIsee,180,4
256967407720183,LEO,Léger,177,22
7522587804,Green Party of Ontario,Green Party of Ontario,176,7
106360778489053,Fuelling Canada,Canadian Gas Association,173,69
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,171,6
169042736456594,All Out,ConnectAd,167,25
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,165,1
100999094747422,Land Needs Guardians,Land Needs Guardians,162,4
121127820923190,The Canada Africa Growth Coalition,The Canada Africa Growth Coalition,155,5
186266941387011,BMO Financial Group,BMO Financial Group,144,1
200217723858499,Tony Wakeham,"Tony Wakeham, MHA for Stephenville - Port au Port",143,7
54125409458,Oxfam-Québec,Oxfam-Québec,143,6
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,141,9
14742445214,BC Green Party,BC Green Party,140,30
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,133,2
228128483994287,RBC Race for the Kids Toronto,RBC Race for the Kids Toronto,129,49
152759126824,Enbridge,Enbridge,129,2
52543970197,Environmental Defence Canada,Environmental Defence,120,7
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,120,2
106432095003415,Our Nova Scotia RCMP,National Police Federation,119,10
106764462731658,Honest Reporting Canada,Honest Reporting Canada,119,7
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,118,41
903577146395715,Toronto Centre,Toronto Centre,110,4
248281845216826,Bell Canada (Français),Bell Canada,110,2
247550302115830,Elections Saskatchewan,Elections Saskatchewan,110,2
101898551911387,The Hub Canada,Hub Canada Media,108,67
658318450979357,Globe Content Studio,Globe Content Studio,107,1
102828041144081,Here For Students,Here For Students,104,3
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,104,1
113451888040685,KW Energy Home Services,KW Energy Home Services,103,1
176256900912,Saskatchewan Party,The Saskatchewan Party,102,27
219930134687790,Cenovus,Cenovus,101,2
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,101,3
985797494956599,The News Forum,The News Forum,≤100,4
106613295090087,Elections Manitoba,Elections Manitoba,≤100,4
453724058039992,viaSport British Columbia,viaSport British Columbia,≤100,20
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100,28
2104031776483143,The Manitoba Child Care Association,The Manitoba Child Care Association,≤100,2
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100,10
148668741848610,JSpaceCanada,Press Pause Collective,≤100,2
105754167560390,Ekō Canada,Ekō,≤100,1
35715544220,Stand.earth,Stand.earth,≤100,15
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100,4
1671097993122619,Children Believe,Children Believe,≤100,14
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100,25
1344251769044889,BC Rental Project,BC Rental Project,≤100,9
109934690732777,Encorp Atlantic/Atlantique,Encorp Atlantic / Atlantique,≤100,7
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100,2
104640695560385,Saskatchewan United Party,Saskatchewan United Party,≤100,35
28672880370,Bonnie Crombie,Bonnie Crombie,≤100,24
191368391620181,BC Cannabis Stores,BC Cannabis Stores,≤100,5
113788578398790,Energy United,Energy United,≤100,6
139019864276,Oxfam Canada,Oxfam Canada,≤100,3
111755861837453,"Eugene Manning for PC Leader, Newfoundland and Labrador",Eugene Manning Campaign,≤100,27
315489079651,Ted Hsu,Ted Hsu,≤100,1
259187344111223,Coastal First Nations,Coastal First Nations,≤100,7
233017897569896,Emplois en régions,Emplois en régions,≤100,6
2067695656623114,IISD Experimental Lakes Area,IISD Experimental Lakes Area,≤100,2
689778151872422,"Colter ""C.C."" Simmonds for Preston",NSNDP,≤100,8
100969225622947,Parcours travail-études en petite enfance,These ads ran without a disclaimer,≤100,1
66190811740,Ontario Nature,Ontario Nature,≤100,1
513913392293367,Saskatchewan Pulse Growers,Saskatchewan Pulse Growers,≤100,6
186898398016771,FRONT - Femmes Regroupées en Options Non Traditionnelles,FRONT - Femmes Regroupées en Options Non Traditionnelles,≤100,10
294859335392,University of New Brunswick,University of New Brunswick,≤100,3
111231197686977,The Breach,The Breach,≤100,6
149637145096756,Conservative Party of BC,"Financial Agent for Mike Harris, Bob Bray",≤100,3
96421518008,Forum for Young Canadians / Forum pour jeunes canadiens,Forum for Young Canadians / Forum pour jeunes canadiens,≤100,25
