Location name,Amount spent (BRL)
Acre (state),297
Alagoas,1035
Amapá,302
Amazonas,2032
Bahia,4963
Ceará,4307
Espírito Santo,1777
Federal District,2111
Goiás,2888
Maranhão,1738
Mato Grosso,1554
Mato Grosso do Sul,1310
Minas Gerais,9222
Paraná,6895
Paraíba,1754
Pará,3754
Pernambuco,5017
Piauí,1047
Rio Grande do Norte,1545
Rio Grande do Sul,8411
Rio de Janeiro (state),8932
Rondônia,671
Roraima,299
Santa Catarina,4272
Sergipe,1750
São Paulo (state),31969
Tocantins,555
Unknown,≤100
