Location name,Amount spent (ARS)
Buenos Aires,835603
Catamarca,29045
Chaco,109487
Chubut,78827
Ciudad Autónoma de Buenos Aires,281978
Corrientes,27399
Córdoba,1862125
Entre Rios,65883
Formosa,18229
Jujuy,16491
La Pampa,62919
La Rioja,10856
Mendoza,46461
Misiones,35074
Neuquén,140477
Río Negro,30036
Salta,90452
San Juan,54389
San Luis,62717
Santa Cruz,21464
Santa Fe,488825
Santiago del Estero,13614
Tierra del Fuego,20999
Tucuman,41738
Unknown,≤100
