Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,22358,4
123618754345051,Umhverfisstofnun,Umhverfisstofnun,4372,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,4002,2
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,3849,3
154893001218870,ADHD samtökin,ADHD samtökin,2143,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2139,3
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,2068,1
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1642,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1410,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1375,3
259818144132368,Sameyki stéttarfélag í almannaþjónustu,Sameyki stéttarfélag í almannaþjónustu,1258,1
622220361283956,Samorka,Samorka,1176,1
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,972,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,956,1
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,870,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,756,3
315412792622619,Metabolic Reykjavík,These ads ran without a disclaimer,748,1
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,595,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,594,1
152804904889,Samfylkingin,Samfylkingin,470,1
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,444,1
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,382,1
2241988346071504,Nordic CEOs for a Sustainable Future,These ads ran without a disclaimer,293,2
103378582727409,vanguardwisdom,These ads ran without a disclaimer,≤100,1
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,2
