Page ID,Page name,Disclaimer,Amount spent (JMD),Number of ads in Library
9394693002,Bloomberg,These ads ran without a disclaimer,≤100,1
107969014843637,Blue Gazette Español,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,2
