Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,14691,51
1217514058272909,הביקורת של אודי רייטר,הביקורת של אודי רייטר,8726,24
107217383988190,מגזין אפוק,Epoch Magazine,2779,29
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,2703,88
189078134549865,"עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין","עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין",1923,17
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1429,8
115456451553737,יונה יהב,יונה יהב,1226,6
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,1181,16
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",תומר בכר משרד עורכי דין,1019,46
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1000,26
1073548259341247,לובי 99,לובי 99,965,3
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",949,5
377161539406940,רפי סער,רפי סער,923,2
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,913,6
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,879,8
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,815,1
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,814,15
204780362875106,מקור ראשון,מקור ראשון,787,90
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,705,2
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,700,2
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,699,4
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,658,5
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,622,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,588,18
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,577,2
117177111377152,Шломи Лахьяни,שלומי לחיאני,570,2
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,541,2
