Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
109201057318552,JCSV,Fernando Omar Rosales Perez,355,3
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,342,2
964080723662055,Carlos Subirana Responde,Editorial CSS,297,2
106403237850347,Goberna Bolivia,Goberna,180,21
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,156,1
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,131,6
580038358771795,Horacio Poppe,Horacio Poppe Inch,≤100,1
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100,3
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100,1
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,6
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100,1
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100,1
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
101090099546806,greenlybachue,These ads ran without a disclaimer,≤100,1
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,1
127031794038958,Blue Marine Foundation,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
