Location name,Amount spent (USD)
Ad Dakhiliyah Governorate,≤100
Al Batinah North Governorate,≤100
Al Buraimi Governorate,≤100
Al Wusta Governorate,≤100
Dhofar Governorate,≤100
Muscat Governorate,≤100
