Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,31061,12
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,1882,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,784,1
154893001218870,ADHD samtökin,ADHD samtökin,753,2
891307104382857,Alexandra Briem,Alexandra Briem,578,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,485,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,157,1
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100,2
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
1618976391663160,Allez My Way,These ads ran without a disclaimer,≤100,1
