Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,442846,6
753031955030992,Atiku-Okowa.com,One Nigeria Movement,415934,15
492378324116772,The Lagos State Government,The Lagos State Government,110846,2
306380336545577,Dattijo For Senate 2023,Dattijo For Senate 2023,77602,11
14312764639,Atiku Abubakar,The Atiku Campaign,68995,2
277754446181585,Tonye Cole,Tonye Cole,60891,1
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,45521,14
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,22885,1
954771728004488,Lux House Inc.,Tonye Isaac,18076,23
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,15616,2
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,13839,1
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,12558,5
123838944328164,Rethink Nigeria,Rethink Nigeria,12286,1
101300476067946,The Northern Umbrella Forum,Northern Umbrella Forum,11789,1
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,11062,6
171885956874687,Because Of Our Tomorrow,BOOT Party,8843,2
103018869332378,BantuPage,Ikechukwu Orji,8096,9
114009474939343,Hon. Collins Ezenwa Ilo,Collins Ezenwa Ilo,7126,6
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,6994,2
126460284139483,Nigerianeye,NigerianEye,6255,3
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,5767,3
101886116160600,SootCityng,X3M ideas,5462,1
105018565612690,Atiku Listens,Atiku Listens,5170,3
104316382480437,Atiku Reporters,Atiku Reporters,5149,3
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,5075,5
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,4982,2
109187398481463,Peter Ndubuisi Mbah,Peter Ndubuisi Mbah,4905,2
10750083165,The Africa Report,These ads ran without a disclaimer,4684,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,4551,4
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,4152,1
108300928112742,234 Intel,234 Intel,3335,2
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,2983,2
100578378209416,bisi_ilaka,bisi_ilaka,2970,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,2882,1
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,2777,1
2162773263850270,Khalil Network,Khalil Network,2768,2
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,2763,2
391125774253545,Francis E. Waive,Francis E. Waive,2543,3
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,2373,8
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,2362,3
351750911920719,100 Million,These ads ran without a disclaimer,2306,3
101246432732955,Chijioke Okereke Campaign Organization - COCO,Chijioke Okereke Campaign Organization - COCO,2306,3
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2283,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,2232,6
399548340152180,Farmers Creed,Tamunokiri Biebele Lawrence,2186,1
100202924924063,Page 36,Page 36,2074,9
110034854692816,Eyewitness Nigeria,Eyewitness Nigeria,2055,1
2138867006432207,Gobir 2023,Young Progressives Party (YPP),1998,2
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1914,5
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1883,2
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,1847,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1831,1
1378356925818542,Gombe South Rebirth Forum,Joshua Keftin Amuga,1459,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1441,2
110629564899604,Adetokunbo Adeaga - Comfort 2023,Ayodeji Taiwo Oladeji,1415,3
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,1384,1
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,1384,1
107100241967374,Powered by Imagination,Powered by Imagination,1317,1
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,1269,2
345763855563592,Savdfutur,Savdfutur,1269,1
103406122482412,Barr Ibrahim Khalid Soba,Ahmad Mustapha,1223,1
105580098826545,"Rev. Fr. Hyacinth Iormem Alia, PhD","Rev. Fr. Hyacinth Iormem Alia, PhD",1200,2
104663752433213,GSM 2.0,Seyi Makinde Campaign Organisation,1104,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1094,2
1412948682316221,GistGate,GistGate,1080,2
103681468982482,APC Presidential Campaign Council,APC Presidential Campaign Council,1027,1
111613868484577,Politicsnow,Politicsnow,1022,1
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,999,1
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,959,1
100383154696053,Lukaconfu vocal,Lukaconfu vocal,943,3
211082306470490,Klick Media NG,Klick Media NG,941,1
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,940,4
110073184197491,keepingupwith_theschmalzis,These ads ran without a disclaimer,932,1
105997422320113,Ambassador. Onijala4Senate Kwara South,Olutola Onijala,923,1
110948838182519,Ogba Egbema Ndoni Local Government,These ads ran without a disclaimer,921,1
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,902,2
103959275862698,TYCON 2023,Tycon,899,1
110218315025705,Newsan National Secretariat.,THE SOCIETY FOR WATER & SANITATION – NEWSAN,746,1
111671415154722,The Time is Now,Team Caleb Mutfwang,716,1
111671415154722,The Time is Now,Team Caleb Mutfwang,716,1
101836915650800,Veritas MEDIA,THE POLITICO,673,1
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,622,7
100445736279310,Hon. Ismail oke,Ismail Oke,617,1
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,577,1
1744066139231173,Princess Josie Slowly deteriorating,These ads ran without a disclaimer,568,1
153928958013238,Oluwadare Timothy Oki,Oluwadare Timothy Oki,568,1
100913482840349,Aforeporters MEDIA,Umoh Bassey,544,1
203283343044987,United Youths of Naija,United Youths of Naija,540,1
104649727749209,Ideato TV,These ads ran without a disclaimer,533,2
101622722635138,Advocacy For Good Governance,These ads ran without a disclaimer,517,2
107655755567930,Princess Victoria Ibokette,Umoh Bassey,508,1
105675572013946,Sapele Mirror News,Oghenebrorhie Okotie,508,1
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,494,1
110338541289138,AHMED ALIYU Sokoto TV,Ayodeji Adeola Badru,477,2
422174298344167,Francis Rapheal Biobarakuma,Francis Rapheal Biobarakuma,476,1
102064925267644,GOVERN-MEND,GOVERN-MEND,475,1
275932466581893,Being Terence Obaoghe,Being Terence Obaoghe,470,1
477385565779582,How to use abortion pill,These ads ran without a disclaimer,461,1
311013796228118,Sowore Support Group Bayelsa,Sowore Support Group Bayelsa,415,1
106308342386937,Nigeria Go better,These ads ran without a disclaimer,378,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,343,2
1598205703573433,Senator Uba Sani,Uba Sani Media,334,3
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,331,2
110733178577273,PayBack Projects,These ads ran without a disclaimer,295,1
116058848469788,Bestest Dj 3Angle D,These ads ran without a disclaimer,288,1
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,235,1
106511135584346,Bura-Bari Nwilo II,These ads ran without a disclaimer,221,1
112394101763107,Solomon Campaign Organization,Linus Edeigba,215,2
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,203,1
764443660320802,safe2choose,These ads ran without a disclaimer,198,1
467096970110166,Omotoke Abosede Jamiu,These ads ran without a disclaimer,180,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,176,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
100064006929191,Croc City Magazine,These ads ran without a disclaimer,≤100,1
104009615779917,Engineer Jeremiah Abiola Awoyeye,Olayemi Olamide Awoyemi,≤100,2
108632595361826,faith_iroham,These ads ran without a disclaimer,≤100,1
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,≤100,3
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
385373441546595,Patrick Blessinger,These ads ran without a disclaimer,≤100,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,1
101601726565732,Adam Bomb The Raptivist,These ads ran without a disclaimer,≤100,1
101321619554932,Abi Mustapha Art,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
316496640057,7iber,These ads ran without a disclaimer,≤100,3
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,2
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,1
106804501674694,Naked Truth Productions,Naked Truth Productions,≤100,1
110445921651165,Mary Oge Chuks TV,These ads ran without a disclaimer,≤100,1
105555335645670,Fidelandnikky,These ads ran without a disclaimer,≤100,1
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,1
153687711327670,Clean Cooking Alliance,These ads ran without a disclaimer,≤100,1
106539299022741,Fejoo,These ads ran without a disclaimer,≤100,1
101672049416255,Joe Obarichinwi,These ads ran without a disclaimer,≤100,1
