Location name,Amount spent (NOK)
Akershus,8529
Aust-Agder,1523
Buskerud,4667
Finnmark,3556
Hedmark,3646
Hordaland,8090
Møre og Romsdal,4105
Nord-Trøndelag,2504
Nordland,9529
Oppland,4250
Oslo,17190
Rogaland,6221
Sogn og Fjordane,1299
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5802
Telemark,4023
Troms,5622
Unknown,≤100
Vest-Agder,3476
Vestfold,5077
Østfold,4247
