Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
178362315106,European Parliament,European Parliament,3668,8
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),3146,8
100947022065093,Okresowa Koalicja,Okresowa Koalicja,3103,9
102931488739,Platforma Obywatelska,Platforma Obywatelska,2400,10
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1822,182
166821910021029,Fundusze UE dla Śląskiego,Fundusze UE dla Śląskiego,1449,3
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,1430,11
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1143,28
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,1093,2
385532321805330,Pomorskie,Pomorskie,1059,13
228168274881,wysokieobcasy,wysokieobcasy,880,14
57544755889,Amnesty International Polska,Amnesty International Polska,837,28
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,666,7
1227194230675141,Pratia,Pratia SA,655,10
339855706171439,Dobra Fabryka,Dobra Fabryka,553,6
32104614789,Greenpeace Polska,Greenpeace Polska,542,1
513969188677442,Compassion Polska,Compassion Polska,536,10
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,485,4
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,480,44
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,405,5
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,400,24
115478341884841,Platforma Obywatelska - Małopolska,Platforma Obywatelska RP,399,2
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,373,4
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,368,3
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,367,5
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,363,1
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,358,1
340765409708087,Ryszard Madziar,Ryszard Madziar,299,13
144808095552639,ING Polska,ING Polska,289,3
195947557131612,Fundacja Avalon,Fundacja Avalon,284,5
107750507339408,Bart Staszewski,Fundacja Basta,258,8
634178786679448,Aleksander Miszalski - Poseł na Sejm RP,Aleksander Miszalski - Poseł na Sejm RP,253,5
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,243,2
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,240,6
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,233,3
286672948180163,Tomasz Trela,Poseł Tomasz Trela,230,4
336053196495383,Nagroda Frankiewicza,Nagroda Frankiewicza,222,1
434225653303734,Fundusze Europejskie dla Mazowsza,Agencja Reklamowa DSK Sp z o.o.,216,6
371359310400318,Janusz Kowalski,Janusz Kowalski,215,8
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,213,15
230415296997772,bydgoszcz.pl,bydgoszcz.pl,210,2
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,209,2
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,209,3
169913419732194,Michał Jaros,Michał Jaros,203,34
1496359750659795,Michał Wójcik,Michał Wójcik,201,1
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,198,4
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,190,10
406758116099067,Fundacja Kasisi,Fundacja Kasisi,189,4
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,187,3
391098174296294,Super Express,se.pl,185,4
288020584605038,Gmina Słupsk,Urząd Gminy Słupsk,185,2
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,182,3
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,175,4
342701305934903,Małgorzata Chmiel - poseł na Sejm RP,Małgorzata Chmiel - poseł na Sejm RP,171,2
173086948664,Infor.pl,Infor.pl,170,10
457690554629140,Narodowy Instytut Architektury i Urbanistyki,Narodowy Instytut Architektury i Urbanistyki,168,2
163488137165461,E.ON Polska,E.ON Polska,168,9
105241158314515,Kongres Regeneracja Miast,Fundacja Gospodarki i Administracji Publicznej,166,26
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,166,8
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",160,11
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,158,6
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,157,1
276860619087002,Sylwester Tułajew,Sylwester Tułajew,154,2
1683534065241470,OKO.press,OKO.press,147,12
292514454554454,Cartrack Polska,Cartrack Polska,143,1
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,141,2
108887131372926,Fundacja Nowej Wspólnoty,Fundacja Nowej Wspólnoty,141,5
256314858405394,Paweł Olszewski,Paweł Olszewski,140,4
239574985661,Akademia Górniczo-Hutnicza w Krakowie,Akademia Górniczo-Hutnicza w Krakowie,140,2
199877710116314,Patryk Jaki,Patryk Jaki,138,10
203627442993022,Portal Oświatowy,Wiedza i Praktyka,136,2
432262006919523,Krzysztof Nowak,Krzysztof Nowak,134,1
255100403945,Polityka,Polityka,134,6
100302862419697,"Wielkopolska, tej",UMWW,133,3
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,129,13
363474570925082,Jolanta Milas KP,Jolanta Milas KP,128,3
137877409609952,Lewica,Nowa Lewica,124,2
