Location name,Amount spent (BRL)
Acre (state),320
Alagoas,1306
Amapá,454
Amazonas,2646
Bahia,6051
Ceará,3863
Espírito Santo,2571
Federal District,2906
Goiás,3712
Maranhão,3531
Mato Grosso,3373
Mato Grosso do Sul,1817
Minas Gerais,17915
Paraná,6283
Paraíba,1748
Pará,4238
Pernambuco,7349
Piauí,1466
Rio Grande do Norte,1651
Rio Grande do Sul,10273
Rio de Janeiro (state),11039
Rondônia,916
Roraima,438
Santa Catarina,5466
Sergipe,1316
São Paulo (state),36983
Tocantins,666
Unknown,≤100
