Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,330,4
130311209971965,יצחק קשת - ראש העיר שלי,יצחק קשת,312,4
124894077550811,ישראל חופשית,ישראל חופשית,305,4
1662907067255622,איגוד הגז הטבעי,Unik,300,2
1900748410047113,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,299,5
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",298,11
117177111377152,Шломи Лахьяни,שלומי לחיאני,296,6
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,289,3
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,284,20
102396379571730,מעשים טובים,מעשים טובים,278,6
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,277,1
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,269,1
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,269,6
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,267,3
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,266,4
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,266,5
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,266,4
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,262,2
390174201363786,Eli Nacht • אלי נכט,Eli Nacht • אלי נכט,258,13
347519992380551,אביעד סיני לראשות מועצת פרדס חנה כרכור,אביעד סיני לראשות מועצת פרדס חנה כרכור,257,2
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,256,2
102590401615806,Adir Schwarz - אדיר שוורץ,Adir Schwarz - אדיר שוורץ,255,6
108817672183005,"נשר מספר אח""ת","נשר מספר אח""ת",254,4
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,250,3
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,249,5
189543984502825,משה קונינסקי,משה קונינסקי,247,2
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,235,7
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,228,2
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,228,3
120728247599577,מירה בן ארי לראשות גן רווה,מירה בן ארי לראשות גן רווה,228,5
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,227,2
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,227,10
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,226,4
1244297295663794,שלמה נאמן - Shlomo Neeman,שלמה נאמן - Shlomo Neeman,225,10
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",225,7
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,222,16
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,217,5
104823549316428,Барак Сери,Barak Seri,215,4
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,213,2
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,212,9
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,212,1
101499376186375,עפרי רביב,עפרי רביב,207,10
100869341561907,תוצרת הארץ • הביטחון הלאומי שלנו,תוצרת הארץ • הביטחון הלאומי שלנו,204,2
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,201,1
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,200,6
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,193,1
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,191,1
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,188,4
105744449044010,Алон Азулай,Алон Азулай,187,2
124191360932729,התעוררות בירושלים,התעוררות בירושלים,187,7
311390516402185,מפלגת כחול לבן,מפלגת כחול לבן,184,1
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,184,2
256546887847232,עיריית רמת גן,עיריית רמת גן,183,4
501512673192146,Авигдор Либерман,ישראל ביתנו,182,9
109901032124238,גל זנדני,גל זנדני,178,2
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,176,7
2027886563888573,סיון גולדברג - סגן ראש עיריית גבעתיים,סיון גולדברג - סגן ראש עיריית גבעתיים,174,2
102538596209008,יאיר שטבון - לראשות העיר אריאל,lior shapira,171,7
104540012690001,אלדר סיון לראשות מ.א. עמק יזרעאל,אלדר סיון לראשות מ.א. עמק יזרעאל,170,3
756869797682674,Свободный Израиль,Свободный Израиль,170,1
102222958209767,עוזי אהרון,עוזי אהרון,169,7
287663625305114,ניר בן חיים - Nir Ben Haim,ניר בן חיים - Nir Ben Haim,167,7
104783631865965,תלם,קרן ברל כצנלסון,164,26
112210295510027,World Zionist Organization - ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,163,2
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,163,11
313816005938472,תנופה לעפולה - שומרים על הבית,תנופה לעפולה - שומרים על הבית,162,3
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,162,2
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,161,7
390531014386170,Шимон Кацнельсон - Единый Ашдод,Шимон Кацнельсон - Единый Ашдод,159,2
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,158,4
655074111504644,تاغ ميئير: أمل، لا إرهاب,تاغ ميئير: أمل، لا إرهاب,157,3
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,157,1
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,156,3
2055858104652943,מרכז יסודות أُسس,מרכז מעשה,155,3
525508244192924,אלי לנקרי - Eli Lankri,אלי לנקרי - Eli Lankri,150,1
166476874066704,David  Piterman,David  Piterman,149,1
105080511469642,יהודה הרוש - Yehuda Harush,יהודה הרוש - Yehuda Harush,149,1
113065595006048,ענת כנורי לראשות העיר חולון 2023,ענת כנורי לראשות העיר חולון 2023,146,2
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,146,11
1824323844461002,יקיר שינדלר,יקיר שינדלר,145,1
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,145,2
103766122741406,ליאור איובי - לראשות המועצה האזורית שפיר,lior ayubi,144,6
109523830757998,דמוקרטtv,דרכנו,143,2
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,داني عطار لرئاسة المجلس الإقليمي جلبوع,142,2
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,141,7
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,138,4
500238833397356,ציפי ברנד,ציפי ברנד,136,5
101783656248845,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,صفحة السيد سامي عيسى الرسمية مرشح لرئاسة بلدية كفرقاسم,135,1
100726719689553,ליאת גרוסמן תמיר,ליאת גרוסמן תמיר,135,4
954031624746112,סימה כחלון - לראשות מועצת עומר,סימה כחלון - לראשות מועצת עומר,134,3
111464468649829,יששכר מקונן לראשות המועצה האזורית חבל יבנה,יששכר מקונן לראשות המועצה האזורית חבל יבנה,131,2
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',130,2
120219177648236,רוח חדשה ברמלה - בראשות רותם כהן כחלון,רוח חדשה ברמלה - בראשות רותם כהן כחלון,129,2
172654247853282,Shenhav musanbar,Shenhav musanbar,127,7
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,126,1
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,126,3
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,125,4
295211077200566,מרצ כפר סבא,מרצ כפר סבא,125,2
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",124,3
104404418153739,דנית ברביבאי,דנית ברביבאי,124,2
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,122,8
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,121,1
106325622347502,אלחנן שורץ לראשות מועצה אזורית חוף הכרמל,אלחנן שורץ לראשות מועצה אזורית חוף הכרמל,121,4
172680759548006,האקדמית רמת-גן,המכללה האקדמית רמת גן,121,3
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,120,12
106895605678077,מחאת המילואימניקים,מילואימניקים,120,1
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,"רז קינסטליך- בחירות לראשות עיריית ראשל""צ",117,3
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,117,4
114962801548216,אבי דיאמנט לראשות המועצה האזורית לכיש,אבי דיאמנט לראשות המועצה האזורית לכיש,116,2
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון","עו""ד ניסן זכריה לראשות העיר חולון",116,8
151429721541665,Dan Illouz -  דן אילוז,Dan Illouz -  דן אילוז,115,5
205153712969285,מרצ רמת גן,מרצ רמת גן,114,3
1761541744120701,הטרקלין - המרחב של צעירי גבעתיים,הטרקלין - המרחב של צעירי גבעתיים,114,1
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,112,2
109488148866333,דיאלוג מחקר וסקרים,Amanet,110,5
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,110,1
110818865344816,זאב נוימן  Зеэв Нойман,Team Media Group,110,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,109,8
320332825403620,מסורת שומרים על האמונה - יקנעם,מסורת שומרים על האמונה - יקנעם,109,3
107183948143,משרד התקשורת,Ministry of Communications,108,1
104383949185600,יעקב מזרחי - Jakob Mizrahi,יעקב מזרחי - Jakob Mizrahi,104,2
518230731522883,Laura Wharton לורה ורטון,Laura Wharton לורה ורטון,103,3
104221385973111,אלי אנקונינה-  ראש  העיר אור עקיבא,אלי אנקונינה-  ראש  העיר אור עקיבא,102,2
110953105276453,"מרלן שחאדה, משרד עורכי דין","מרלן שחאדה, משרד עורכי דין",102,34
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,102,5
125091411019052,שושי כחלון-כידור,שושי כחלון-כידור,101,4
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,101,1
310624629402758,מורן ישראל,מורן ישראל,≤100,1
118512141260775,יקיר מאור - לחברות במועצת פרדס חנה כרכור,יקיר מאור,≤100,2
102036005190785,Logivote - הפתרון השלם למערכת ניהול קמפיינים ובחירות דיגיטליות,LogiVote,≤100,2
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,≤100,1
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,≤100,12
399925850154841,מרכז ישיבות ואולפנות בני עקיבא,מרכז ישיבות ואולפנות בני עקיבא,≤100,27
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,≤100,2
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100,3
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,≤100,2
108815978739436,רמי יוסף יחד ננצח,רמי יוסף יחד ננצח,≤100,2
389810911067075,Наш дом Израиль,ישראל ביתנו,≤100,2
298350000726503,רחלי כדורי לראשות מועצת אורנית,רחלי כדורי לראשות מועצת אורנית,≤100,2
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,יהודה דואה - הבחירה הנכונה לראשות המועצה,≤100,6
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100,2
102311222889648,תמר קדם סימן טוב,תמר קדם סימן טוב,≤100,4
457794627605948,Karine Elharrar- קארין אלהרר,יש עתיד,≤100,4
1710352505687844,משה ליבר - Moshe Liber,משה ליבר,≤100,4
111866051429359,נגה - החברה לניהול מערכת החשמל Noga - Israel Independent System Operator,נגה,≤100,1
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100,1
1014202388729852,שלומי הראל,שלומי הראל,≤100,1
2051373538305014,"קרן שח""ף","קרן שח""ף",≤100,5
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,≤100,2
192120617854,Aeroflex - אירופלקס,These ads ran without a disclaimer,≤100,5
193264714026809,אמונה - תנועת האישה הדתית לאומית,אמונה - תנועת האישה הדתית לאומית,≤100,4
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,≤100,1
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,≤100,1
376768189118561,אסף אוברלנדר לראשות המועצה המקומית רמת ישי מטעם סיעת תו״ת,אסף אוברלנדר לראשות המועצה המקומית רמת ישי מטעם סיעת תו״ת,≤100,8
100978407934166,תנועה ישראלית,Israeli Movement,≤100,3
119823604371240,גיל לין. הר ועמק מתעוררים,גיל לין - הר ועמק מתעוררים,≤100,4
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",≤100,2
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100,3
2097145430558097,חיים רוקח - ראש המועצה האזורית גולן,חיים רוקח - ראש המועצה האזורית גולן,≤100,4
107698738576280,Sowtna,Unik,≤100,1
160178307760913,מחזקים,מחזקים,≤100,3
101487519469883,מקומי - בראשות נועם ג'ומעה,נועם ג׳ומעה,≤100,1
108402575565261,מיכאל ברנד- משרד עורכי דין,מיכאל ברנד- משרד עורכי דין,≤100,1
427614157753794,מוטי ששון - moti sasson,מוטי ששון,≤100,1
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100,3
118771164474162,נתיבות של כולנו,נתיבות של כולנו,≤100,2
169302856576651,אדיר בנימיני - סגן ראש עיריית נתניה,אדיר בנימיני - סגן ראש עיריית נתניה,≤100,1
110770572052803,הבית של האזרחים הותיקים והתרבות - בראשות שוקי קרומר,הבית של האזרחים הותיקים והתרבות - בראשות שוקי קרומר,≤100,2
104507095974550,"עו""ד שלמה ששון מנסורה לראשות מועצת מעלה יוסף",שלמה ששון מנסורה,≤100,4
124692413947278,ארי אודס,ארי אודס,≤100,2
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,4
2588484674623591,Hitorérout - Tous Ensemble Pour Jérusalem,Hitorérout - Tous Ensemble Pour Jérusalem,≤100,1
109514532161308,ראובן גמזון לראשות מועצת גדרות,ראובן גמזון,≤100,1
2024003551147460,החופש לבחור - בראשות איל פביאן,החופש לבחור - בראשות איל פביאן,≤100,2
162972883752327,התנועה לחופש המידע,התנועה לחופש המידע,≤100,1
103069056049581,שלום ישראל אלבז- shalom israel elbaz,יחסי ציבור,≤100,4
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,≤100,4
1418018135010522,מוטי יוסף - חבר מועצת גן יבנה ומועמד לראשות המועצה,מוטי יוסף - חבר מועצת גן יבנה ומועמד לראשות המועצה,≤100,1
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,≤100,1
548633762006156,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,≤100,5
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,≤100,2
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100,4
106757038771700,Новая Газета Хайфа Яфа,Haifa Yafa,≤100,2
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100,1
1424444011170695,יוסי בכר,יוסי בכר,≤100,2
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100,2
245499002787929,Ашдод.ру - ashdod.ru,ASHDOD.RU,≤100,2
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100,37
171948013605622,יצחק מירון תנופה לעפולה,יצחק מירון תנופה לעפולה,≤100,2
102739726161226,תמיר שלום - לראשות המועצה המקומית יסוד המעלה,תמיר שלום - לראשות המועצה המקומית יסוד המעלה,≤100,4
109861774703806,MK Simon Davidson - סימון דוידסון,MK Simon Davidson - סימון דוידסון,≤100,2
106396902115076,فادي عراقي مهنية - ارادة - قدرات,فادي عراقي مهنية - ارادة - قدرات,≤100,1
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,≤100,2
106285879037393,אודי דניאלי לראשות מועצת באר טוביה,אודי דניאלי לראשות מועצת באר טוביה,≤100,4
290003511833151,נאור שירי - Naor Shiri,נאור שירי - Naor Shiri,≤100,42
1483049258659703,تواصل الكرمل والجليل الصفحة الرسمية,تواصل الكرمل والجليل الصفحة الرسمية,≤100,3
1395918227341473,עיריית חדרה,עיריית חדרה,≤100,1
191738340912361,Taub Center - מרכז טאוב,מרכז טאוב לחקר המדיניות החברתית בישראל,≤100,2
221885774492166,לשכת המסחר,לשכת המסחר,≤100,1
248723598607259,ארגון בזכות,Bizchut,≤100,3
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100,6
107570621520073,אמיר ווסקו לראשות העיר קריית ים,אמיר ווסקו לראשות העיר קריית ים,≤100,2
107114480630055,"ד""ר מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה","ד""ר מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה",≤100,1
142354389182578,הפורום לחשיבה אזורית,הפורום לחשיבה אזורית,≤100,6
153028785566305,Parents Against Child Detention הורים נגד מעצרי ילדים,Parents Against Child Detention הורים נגד מעצרי ילדים,≤100,1
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100,3
100185971057,מכון משגב לביטחון לאומי ולאסטרטגיה ציונית,מכון משגב לאסטרטגיה ציונית ולביטחון לאומי,≤100,1
113535078333305,סיעת אזרחים ותיקים פרדס חנה - כרכור,סיעת אזרחים ותיקים פרדס חנה - כרכור,≤100,6
279689895974754,Avi Slama Votre prochain Maire de Netanya,Avi Slama Votre prochain Maire de Netanya,≤100,4
168898066479983,עיריית עכו,עיריית עכו,≤100,1
478648382205687,מועצה אזורית שער הנגב | Sha'ar HaNegev Regional Council,מועצה אזורית שער הנגב,≤100,1
123943380629755,איתמר מטיאש לראשות מועצת עמק המעיינות,איתמר מטיאש לראשות מועצת עמק המעיינות,≤100,1
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100,23
729576840528277,עדי אביני - סגן ראש עיריית ראש העין,Haim Asher,≤100,1
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100,7
411177009409267,ענת זנזורי,ענת זנזורי,≤100,1
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100,8
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,≤100,1
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100,3
105877902554008,ערן גלזר - לראשות מועצת גדרות,ערן גלזר,≤100,1
931632193671798,נתניה חופשית  - אפרים בולמש,נתניה חופשית  - אפרים בולמש,≤100,1
224562257709477,דניאל (דני) עטר,דניאל (דני) עטר,≤100,1
2000794536638986,אהרון אורגד - מחוברים למען נתניה,אהרון אורגד - מחוברים למען נתניה,≤100,9
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,≤100,1
115977008140294,דודיק שטרית - לראשות העיר טבריה,דודיק שטרית - לראשות העיר טבריה,≤100,3
1614948598762298,Bardugo LIVE אולפן פתוח,Bardugo LIVE אולפן פתוח,≤100,1
939376299576182,דודו דר - Dudu Dar,דודו דר - Dudu Dar,≤100,1
103452286018350,עמיר אלנברג לראשות המועצה האזורית לכיש,עמיר אלנברג לראשות המועצה האזורית לכיש,≤100,7
166981530486600,המכון למדיניות העם היהודי - The Jewish People Policy Institute,The Jewish People Policy Institute,≤100,1
216394682076449,צילה רשף מועצת זכרון יעקב,צילה רשף מועצת זכרון יעקב,≤100,2
103476062195166,Матан Диль,Матан Диль,≤100,1
514421185671046,"חזוט בר זבינצקי, משרד עורכי דין - Hazout Bar Zvenyatsky, Law Firm",These ads ran without a disclaimer,≤100,1
103396029438306,עין חדשה לראש-העין בראשות אדוה יצחק,Ysolutions,≤100,1
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100,4
105774395915957,נאוה רביבו למועצת העיר רמת-גן,סיעת רמת-גן שלנו,≤100,1
1838534943110252,שלמה שש  גן רווה,שלמה שש  גן רווה,≤100,3
101189206302646,"עמית אדר - עו""ד הסדרי חובות, פשיטת רגל, חדלות פירעון",These ads ran without a disclaimer,≤100,1
110897178941008,מרכז אדוה,מרכז אדוה,≤100,1
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100,2
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,≤100,2
114856231507549,הצעירים - משפיעים על העתיד של כולנו ביקנעם,הצעירים - משפיעים על העתיד של כולנו ביקנעם,≤100,2
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו - ראש העיר שלי,≤100,1
114869678131807,משמר החינוך הממלכתי,משמר החינוך,≤100,6
115286055016,Life & Environment - חיים וסביבה,Life & Environment,≤100,1
378985879235977,ערן דורון- Eran Doron,ערן דורון- Eran Doron,≤100,1
105699645908809,ציון ידעי,ציון ידעי,≤100,1
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100,3
101771772947147,שלומי ירוחם Shlomi yerucham,טל שחר תקשורת,≤100,2
561508917249930,Gal Sharabi - גל שרעבי - דמאיו,Gal Sharabi - גל שרעבי - דמאיו,≤100,1
164514821050422,בועז שלמה לראשות המועצה האזורית לכיש,בועז שלמה לראשות המועצה האזורית לכיש,≤100,2
103459003107598,ארגון העיתונאים והעיתונאיות בישראל,ארגון העיתונאים והעיתונאיות בישראל,≤100,3
