Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,8704,4
2229936167288652,Juan Sartori,Equipo Juan Sartori,735,2
1451998975071651,Mario Silvera Intendente,Mario Fabian Silvera Araujo,659,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,531,3
339506493370193,Richard Sander,Richard Saul Sander Darín,484,2
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,197,2
316246769083069,Corruptos Radio,Juan Andrés Gómez Robaina,102,1
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
76328495784,El Caparazón,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,4
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
111009421470153,machadoh7,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
174806462881204,Medical News,These ads ran without a disclaimer,≤100,1
1708788089341925,Polaris Awards,These ads ran without a disclaimer,≤100,2
