Location name,Amount spent (USD)
Alabama,10214
Alaska,2590
American Samoa,≤100
Arizona,26563
Arkansas,7044
California,98416
Colorado,40933
Connecticut,9486
Delaware,4195
Florida,64788
Georgia,24987
Guam,≤100
Hawaii,4431
Idaho,4897
Illinois,43246
Indiana,13305
Iowa,9171
Kansas,6167
Kentucky,14141
Louisiana,16110
Maine,5638
Maryland,27616
Massachusetts,17482
Michigan,31032
Minnesota,34522
Mississippi,7470
Missouri,15084
Montana,4091
Nebraska,4793
Nevada,14831
New Hampshire,8487
New Jersey,31409
New Mexico,5382
New York,60818
North Carolina,28140
North Dakota,1321
Northern Mariana Islands,≤100
Ohio,33249
Oklahoma,13241
Oregon,16297
Pennsylvania,77471
Puerto Rico,≤100
Rhode Island,2167
South Carolina,14749
South Dakota,1539
Tennessee,19208
Texas,146457
Unknown,2432
Utah,7029
Vermont,1834
Virgin Islands (U.S.),≤100
Virginia,34603
Washington,26271
"Washington, District of Columbia",11956
West Virginia,6846
Wisconsin,19104
Wyoming,2404
