Location name,Amount spent (CHF)
Aargau,447
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,265
Basel-Landschaft,1186
Bern,232
Canton of Geneva,605
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,270
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,141
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,212
Zug,≤100
Zürich,12350
