Location name,Amount spent (ARS)
Buenos Aires,2878957
Catamarca,90092
Chaco,309896
Chubut,738295
Ciudad Autónoma de Buenos Aires,385944
Corrientes,60587
Córdoba,7062613
Entre Rios,261626
Formosa,222308
Jujuy,223016
La Pampa,110400
La Rioja,28621
Mendoza,69530
Misiones,32498
Neuquén,34446
Río Negro,46584
Salta,64149
San Juan,497130
San Luis,53662
Santa Cruz,22354
Santa Fe,1826925
Santiago del Estero,24564
Tierra del Fuego,28290
Tucuman,54628
Unknown,102
