Location name,Amount spent (TRY)
Adana Province,2116
Adıyaman Province,215
Afyonkarahisar Province,485
Aksaray Province,310
Amasya Province,260
Ankara Province,4393
Antalya Province,2788
Ardahan Province,≤100
Artvin Province,134
Aydın Province,1358
Ağrı Province,119
Balıkesir Province,1392
Bartın Province,127
Batman Province,236
Bayburt Province,≤100
Bilecik Province,170
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,272
Burdur Province,174
Bursa Province,3320
Denizli Province,942
Diyarbakır Province,425
Düzce Province,733
Edirne Province,170
Elazığ Province,286
Erzincan Province,123
Erzurum Province,289
Eskişehir Province,1137
Gaziantep Province,2714
Giresun Province,341
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1109
Isparta Province,433
Istanbul Province,18617
Iğdır Province,≤100
Kahramanmaraş Province,683
Karabük Province,205
Karaman Province,223
Kars Province,≤100
Kastamonu Province,214
Kayseri Province,1883
Kilis Province,≤100
Kocaeli Province,2189
Konya Province,1825
Kütahya Province,459
Kırklareli Province,209
Kırıkkale Province,279
Kırşehir Province,245
Malatya Province,296
Manisa Province,1734
Mardin Province,278
Mersin Province,2739
Muğla Province,1183
Muş Province,≤100
Nevşehir Province,166
Niğde Province,234
Ordu Province,512
Osmaniye Province,367
Rize Province,345
Sakarya Province,467
Samsun Province,2429
Siirt Province,≤100
Sinop Province,166
Sivas Province,713
Tekirdağ Province,580
Tokat Province,384
Trabzon Province,582
Tunceli Province,≤100
Unknown,≤100
Uşak Province,360
Van Province,289
Yalova Province,210
Yozgat Province,212
Zonguldak Province,394
Çanakkale Province,825
Çankırı Province,≤100
Çorum Province,339
İzmir Province,4924
Şanlıurfa Province,724
Şırnak Province,128
