Location name,Amount spent (VEF)
Amazonas,101676
Anzoátegui,2564583
Apure,537580
Aragua,2909113
Barinas,1352876
Bolívar (state),2772530
Capital District,8639157
Carabobo,33750855
Cojedes,563351
Delta Amacuro,446452
Falcón,1657016
Guárico,1032931
Lara,2925708
Miranda (state),2460351
Monagas,1145482
Mérida,5378274
Nueva Esparta,1077376
Portuguesa,1633078
Sucre,880926
Trujillo,1283908
Táchira,10956832
Unknown,25000
Vargas,757907
Yaracuy,1445711
Zulia,49558683
