Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
196258110831945,Partido Valor,Partido Valor,2387,8
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,383,1
102762215788405,VOS.gt,VOS.gt,244,1
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100,2
104688849145773,Partido Republicano SCP,Mario Rene Monterroso,≤100,1
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100,1
119057720784594,El Búho,El Búho,≤100,1
103523634781288,Custom Caps,These ads ran without a disclaimer,≤100,1
109376494661183,Aliaxis Latam,These ads ran without a disclaimer,≤100,1
293468087920176,Adriana Perez,These ads ran without a disclaimer,≤100,1
110874571760090,esconesi,These ads ran without a disclaimer,≤100,1
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
2022127751136355,Amity International School Amsterdam,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
