Location name,Amount spent (MYR)
Johor,714
Kedah,194
Kelantan,114
Kuala Lumpur,564
Labuan,≤100
Malacca,121
Negeri Sembilan,144
Pahang,172
Penang,165
Perak,229
Perlis,≤100
Putrajaya,≤100
Sabah,188
Sarawak,165
Selangor,794
Terengganu,130
Unknown,≤100
