Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,2998,2
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,2954,1
107754875610654,10 Haber,10 Haber,2520,7
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,1982,6
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1919,12
141311632555208,Bağımsız Türkiye Partisi,Bağımsız Türkiye Partisi,1734,8
1439683329600228,Ümit Uysal,Ümit Uysal,1500,2
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,927,1
110471555281943,Poddy Türkiye,Poddy Türkiye,891,9
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,798,11
318312141599784,Diamonds of Zeus,These ads ran without a disclaimer,715,2
109023428940266,rte_universitesi,These ads ran without a disclaimer,703,3
103513639690901,ATILIM ÜNİVERSİTESİ,These ads ran without a disclaimer,702,1
191453580768,Yeni Şafak,Yeni Şafak,667,6
426339260809702,Oğul Aktuna,Oğul Aktuna,529,3
370465530355174,Mustafa Demir,Mustafa Demir,526,2
498579987170393,العدسة  The Lens,thelenspost,468,11
109800198729175,Sma Hüseyin Efe'ye Umut ol,These ads ran without a disclaimer,461,1
120266711045676,Başka Açıdan Tv,Başka Açıdan TV,446,1
105376981385020,Referandom,Referandom,357,2
334173760052896,Malatya Büyükşehir Belediyesi,Malatya Büyükşehir Belediyesi,336,1
855810358143919,Tahir Büyükakın,Tahir Büyükakın,332,1
106589749372096,Mersin Ticaret ve Sanayi Odası,Mersin Ticaret ve Sanayi Odası,327,1
100675732413915,Anket Adam,Anket Adam,295,2
346006742126033,Bornova Belediyesi,Bornova Belediyesi,275,2
220319391464566,Vahap Akay,Vahap Akay,265,4
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,264,12
102477212191748,Rahmi Galip Vidinlioğlu,Rahmi Galip Vidinlioğlu,259,2
675852185895583,Samsun ETİK HABER,Samsun ETİK HABER,257,1
226410901315304,Areda Survey,Areda Survey,253,5
109653868261487,denizgoran_tamtekin,These ads ran without a disclaimer,230,1
114888940432389,Medya Midas,Medya Midas,199,1
1604958276192112,Alper Taban,Alper Taban,190,2
104686032474594,Başka Gazete,Başka Gazete,180,1
163370640412446,Bursa,Sosyal TV,178,2
1776545895921237,Nedersiniz,Nedersiniz,156,4
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,139,1
