Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1179
Bicol Region,5936
Cagayan Valley,5034
Calabarzon,23181
Caraga,3029
Central Luzon,19022
Central Visayas,9888
Cordillera Administrative Region,2225
Davao Region,5706
Eastern Visayas,5044
Ilocos Region,7444
Metro Manila,29877
Mimaropa,3318
Northern Mindanao,4968
Soccsksargen,4560
Unknown,≤100
Western Visayas,10472
Zamboanga Peninsula,3175
