Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
314461342013814,Miles Chile,CORPORACIÓN MILES with Facebook ad credits,281175,31
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,209169,4
102660885525434,Con mi plata NO,Con mi plata No,196503,29
1548643738480723,Asistencia Deudores,Asistencia Deudores,163821,10
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,141742,3
580663538777736,Consejo Minero,Feedback Comunicaciones,118634,4
104189318481439,Minería y Futuro,Mineria y Futuro,108640,14
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,105308,4
113838817025219,Coperiodistas,Coperiodistas,96656,6
100975964813324,No+desempleo,No más Desempleo,92514,6
105798328215264,Asistencia Familia,Asistencia Familia,81806,1
715843291871130,Congreso Futuro,These ads ran without a disclaimer,50000,1
26929188652,El Observatodo,MiVoz.cl,38678,69
103527991214141,Cero DICOM,Cero Dicom,35353,5
114542501245602,IRC inmobiliaria,These ads ran without a disclaimer,33940,1
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,33101,2
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29997,1
100447419569628,Demócratas Chile,Demócratas,27315,30
109339288407350,Santuario Quitralco,Santuario Quitralco,25603,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,25475,15
511206245636926,Matías Walker Prieto,Matías Walker,21125,12
795799943823203,EVoting Global,E-Voting Chile SPA,20370,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,19484,10
103030962615298,Chile YAAC,Chile YAAC,18858,6
78239901502,Diario Financiero,Grupo DF,18673,10
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,17856,2
104224427947088,Circula el Plástico,Metrix,15278,3
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,14869,2
198921630648476,Vidrios Lirquen,Vidrios Lirquen,12373,1
104085155608596,Gilda_Mendoza,Gilda Mendoza,12073,3
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,11883,1
137870152908799,Fundación Para La Confianza,Fundación para la confianza,11515,1
100537472438913,Futuro Madera,Futuro Madera,10769,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,9580,2
1618694568424968,Corproa,CORPROA Atacama,9336,7
214215822426016,Punto Prensa,Punto Prensa SPA,8000,2
100975964813324,No+desempleo,These ads ran without a disclaimer,7384,6
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,7352,4
1257818931046767,Azerta Chile,Azerta,6956,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,6790,3
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,6790,1
248421278648620,Mario Vilches Alcaíno,Mario Vilches Alcaíno,6055,2
109626371709961,Salmones Austral,Salmones Austral,5708,9
239993549715970,Pablo Oliva Parra,Pablo Oliva Parra,5575,1
101579022115580,Javiera Morales Alvarado,Catalina Alexandra Jesse Carrasco Araya,5068,1
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,5000,5
115883738043634,No A Ciclo,No a Ciclo,4433,2
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4421,3
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,4316,1
643513979193133,Unidos por Beatriz,Neuma,4313,4
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,3923,1
221901754840837,Acciona.Chile,ACCIONA Chile,3692,1
104487498154013,Agenda Transparencia,Agenda Transparencia,3395,2
226593947367922,Cultiva,Cultiva,3028,1
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,2956,1
102219405228604,Marcela Riquelme Aliaga - Diputada Distrito 15,Marcela Patricia Riquelme Aliaga,2943,1
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,2922,1
285802245163038,Concejal Nicolás Alvarez Vargas,Héctor Nicolas Alvarez Vargas,2921,2
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,2559,1
36402799393,Protección Animal Mundial,These ads ran without a disclaimer,2546,1
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,2374,12
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,2204,1
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,2195,3
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,2127,4
128647447236348,ricardo rabanal bustos,Ricardo Ignacio Rabanal Bustos,2104,1
104521462060586,Gustavo Alessandri Alcalde Zapallar,Gustavo Alessandri Bascuñan,2029,1
111375463904195,Core Jacqueline Jorquera,Jacqueline Jorquera,1605,8
106458548157752,sylviacastroconcejala,Sylvia Ariela Del Transito Castro Gonzalez,1456,2
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,1310,1
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,1184,1
739802476048294,Serena-Abogados,These ads ran without a disclaimer,1161,2
123177772408144,Luis Améstica Concejal de Coihueco,Luis Alberto Améstica Ponce,1146,1
145648978807373,El Boyaldía,MiVoz.cl,1106,2
101326581302605,Desafío 10X,Fundación 10X,1101,1
1621023591454427,Sandro Puebla Veas,Sandro Antonio Puebla Veas,1068,1
207664915915263,El Magallanews,MiVoz.cl,965,2
104535302000264,SunPower LATAM,These ads ran without a disclaimer,908,1
183517278335266,El Quehaydecierto,MiVoz.cl,899,1
229578000712635,Cobre Noticias,Marcelo Rocha,880,1
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,857,1
104436271632480,Felipe Romero Pedreros,Felipe Andrés Romero Pedreros,849,1
