Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,3985001
Apure,1250000
Aragua,4250000
Barinas,2000000
Bolívar (state),4500000
Capital District,13000000
Carabobo,5782502
Cojedes,750000
Delta Amacuro,250000
Falcón,2250000
Guárico,2035001
Lara,5750000
Miranda (state),9000000
Monagas,2250001
Mérida,2177501
Nueva Esparta,3500000
Portuguesa,2500000
Sucre,1750000
Trujillo,1500000
Táchira,3000000
Unknown,15000
Vargas,1000000
Yaracuy,1687500
Zulia,10577503
