Location name,Amount spent (ARS)
Buenos Aires,7258783
Catamarca,1551632
Chaco,168423
Chubut,673601
Ciudad Autónoma de Buenos Aires,1831071
Corrientes,230548
Córdoba,3812235
Entre Rios,1917390
Formosa,100020
Jujuy,264162
La Pampa,126180
La Rioja,139919
Mendoza,198071
Misiones,135694
Neuquén,152060
Río Negro,153289
Salta,173802
San Juan,85802
San Luis,150595
Santa Cruz,316107
Santa Fe,21591310
Santiago del Estero,120571
Tierra del Fuego,76484
Tucuman,153554
Unknown,435
