Location name,Amount spent (NZD)
Auckland Region,5364
Bay of Plenty Region,1071
Canterbury,1733
Cook Islands,≤100
Gisborne District,110
Hawke's Bay,428
Manawatu-Wanganui,865
Marlborough Region,145
Nelson Province,188
Northland Region,624
Otago,777
Southland,316
Taranaki,472
Tasman District,121
Tokelau,≤100
Unknown,≤100
Waikato,1711
Wellington Region,1336
West Coast,≤100
