Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,108
Ayutthaya,458
Bangkok,9437
Bueng Kan,≤100
Buriram,345
Chachoengsao,298
Chai Nat,101
Chaiyaphum,245
Chanthaburi,206
Chiang Mai,1642
Chiang Rai,335
Chon Buri,987
Chumphon,227
Kalasin,202
Kamphaeng Phet,359
Kanchanaburi,291
Khon Kaen,619
Krabi,197
Lampang,243
Lamphun,174
Loei,158
Lop Buri,235
Mae Hong Son,≤100
Maha Sarakham,229
Mukdahan,≤100
Nakhon Nayok,103
Nakhon Pathom,365
Nakhon Phanom,183
Nakhon Ratchasima,1009
Nakhon Sawan,284
Nakhon Si Thammarat,592
Nan,114
Narathiwat,282
Nong Bua Lam Phu,114
Nong Khai,146
Nonthaburi,766
Pathum Thani,592
Pattani,520
Phangnga,≤100
Phatthalung,147
Phayao,121
Phetchabun,232
Phetchaburi,205
Phichit,132
Phitsanulok,618
Phrae,140
Phuket,663
Prachin Buri,549
Prachuap Khiri Khan,298
Ranong,104
Ratchaburi,342
Rayong,439
Roi Et,285
Sa Kaeo,132
Sakon Nakhon,327
Samut Prakan,448
Samut Sakhon,367
Samut Songkhram,≤100
Saraburi,319
Satun,≤100
Sing Buri,≤100
Sisaket,282
Songkhla,1556
Sukhothai,213
Suphan Buri,251
Surat Thani,450
Surin,309
Tak,196
Trang,209
Trat,≤100
Ubon Ratchathani,429
Udon Thani,455
Unknown,≤100
Uthai Thani,≤100
Uttaradit,121
Yala Province,261
Yasothon,112
