Location name,Amount spent (VEF)
Amazonas,2807
Anzoátegui,2274250
Apure,508207
Aragua,3608026
Barinas,4677747
Bolívar (state),2782406
Capital District,8361756
Carabobo,5660912
Cojedes,506017
Delta Amacuro,81458
Falcón,1273423
Guárico,764465
Lara,2528085
Miranda (state),2281371
Monagas,1035460
Mérida,1807789
Nueva Esparta,794369
Portuguesa,1043597
Sucre,685062
Trujillo,770044
Táchira,5799019
Unknown,107
Vargas,662946
Yaracuy,1046542
Zulia,18492325
