Location name,Amount spent (CZK)
Central Bohemian Region,15881
Hradec Králové Region,7472
Karlovy Vary Region,4085
Liberec Region,5786
Moravian-Silesian Region,16240
Olomouc Region,8172
Pardubice Region,6782
Plzeň Region,8354
Prague,30438
South Bohemian Region,8730
South Moravian Region,18384
Unknown,≤100
Vysočina Region,5584
Zlín Region,7211
Ústí nad Labem Region,11724
