Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
573559522797177,Flokkur fólksins,Flokkur Fólksins,9025,4
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,7795,1
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,5665,1
737169626371453,Heimildin,Stundin,3766,2
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,3729,1
152804904889,Samfylkingin,Samfylkingin,3396,5
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3016,2
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,2627,2
154893001218870,ADHD samtökin,ADHD samtökin,1368,5
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1147,4
106979180938014,Samstöðin,Samstöðin ehf,751,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,647,1
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,358,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,140,2
1665525507034508,Compensair,These ads ran without a disclaimer,≤100,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,2
1877361012493253,China Mosaic,These ads ran without a disclaimer,≤100,1
167810553565549,Conor O'Neill - The Everyday Athlete Program,These ads ran without a disclaimer,≤100,1
104696574822749,YourArtsakh.com,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
