Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,27877645,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,8375043,14
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,5000000,2
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,2250000,2
150129451747062,Fundarte Alcaldia,an advertiser in Venezuela,2007510,1
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,1250000,1
568134956712968,Orlando Chacón,an advertiser in Venezuela,1000000,2
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,551925,10
119952714370546,Diego André Sanchez Vera,These ads ran without a disclaimer,231827,1
100912541413695,Más Impulso,These ads ran without a disclaimer,41789,3
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
102909028767557,Nabil Maalouf,an advertiser in Venezuela,≤100,1
