Location name,Amount spent (USD)
Alabama,13057
Alaska,2299
American Samoa,≤100
Arizona,33293
Arkansas,8543
California,122192
Colorado,22793
Connecticut,8848
Delaware,3915
Florida,71711
Georgia,33898
Guam,≤100
Hawaii,3389
Idaho,5522
Illinois,32443
Indiana,19149
Iowa,11284
Kansas,9471
Kentucky,16290
Louisiana,18682
Maine,9151
Maryland,21731
Massachusetts,18961
Michigan,39289
Minnesota,16404
Mississippi,8638
Missouri,21526
Montana,5486
Nebraska,6218
Nevada,12495
New Hampshire,7208
New Jersey,29389
New Mexico,6568
New York,74730
North Carolina,54985
North Dakota,1450
Northern Mariana Islands,≤100
Ohio,46288
Oklahoma,12502
Oregon,12413
Pennsylvania,49445
Puerto Rico,≤100
Rhode Island,5296
South Carolina,23614
South Dakota,1876
Tennessee,26176
Texas,96048
Unknown,147
Utah,9338
Vermont,2436
Virgin Islands (U.S.),≤100
Virginia,62761
Washington,21642
"Washington, District of Columbia",10696
West Virginia,6867
Wisconsin,26661
Wyoming,1619
