Location name,Amount spent (CZK)
Central Bohemian Region,5700
Hradec Králové Region,2775
Karlovy Vary Region,1444
Liberec Region,1991
Moravian-Silesian Region,4775
Olomouc Region,3339
Pardubice Region,4083
Plzeň Region,2978
Prague,13301
South Bohemian Region,2716
South Moravian Region,6740
Unknown,≤100
Vysočina Region,1830
Zlín Region,2428
Ústí nad Labem Region,4019
