Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,30752,7
75665129515,Go Negosyo,Go Negosyo,9528,15
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7518,3
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",6328,8
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,5951,3
110985836193,Loren Legarda,Clutch Media,4006,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3094,1
265779500134955,SM Supermalls,SM Supermalls,2580,4
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2540,32
547821942058909,Pilipinas Today,WFPH,2423,22
597425313724844,Encora Jobs,These ads ran without a disclaimer,2213,1
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,2191,4
108315482207464,Greenpeace Philippines - Iloilo Volunteers,Greenpeace Philippines,2108,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1901,7
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1828,4
1922749344643532,The World Tonight,The World Tonight,1827,18
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1779,3
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1732,9
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,1618,5
495629064258114,Lolita Karen Javier,Amor U. Nacional,1579,2
186667502068528,Larry De Costa,WFPH,1565,15
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1478,3
1380167115635985,LEDS Clothing,LEDS Clothing,1459,10
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,1355,7
378813345524368,Haier,Haier,1337,2
112186511545750,ACEN RES,ACEN RES,1316,1
223618785182273,Pilipinas,WFPH,1211,13
269175894020945,Pilipinas Today,WFPH,1171,13
156752721080952,Sonny Angara,Sonny Angara,1136,2
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,1125,2
107853288892129,Don Artes,Friends of Don Artes,1120,3
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1048,2
107525411171131,Cong. Gabby Bordado,Gabby Bordado,1000,2
48688071399,Greenpeace Philippines,Greenpeace Philippines,993,1
100170811672425,Pilipinas Today Kyusi,WFPH,989,10
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,983,1
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,957,2
112512037866969,BM Ric Ric Dy Olegario,Irina Kristi Bagongon Pidor,911,2
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",886,7
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,800,8
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,773,9
