Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
111020791969904,Vísbending,Sameinaða útgáfufélagið,9102,5
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,7443,2
737169626371453,Heimildin,Stundin,5374,2
202802126448131,Samfylkingarfélagið í Reykjavík,Samfylkingarfélagið í Reykjavík,2511,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,2039,2
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1962,2
128854307193614,Landsvirkjun,Landsvirkjun,1337,1
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,1013,2
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,761,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,618,1
156161194561570,Kjarninn,Kjarninn,605,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,448,1
317158175535179,BitLife,These ads ran without a disclaimer,243,3
154893001218870,ADHD samtökin,ADHD samtökin,156,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,2
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
27483848246,Giro d'Italia,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,5
