Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
103408652150397,Hon. Mohamed Soud Machele,Ibrahim Aziz Omar,2094,2
110408975208360,Talking about matters,Well Made Strategy LLP,1056,8
515012855207241,Hon. Eng. Vincent Musyoka Musau Kawaya,Musa Vincent Musyoka,477,1
823788047675556,Call of War,These ads ran without a disclaimer,437,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,268,1
344924819231181,"Hon. Rahab Mukami, Nyeri County Women Rep",Rahab Mukami Wachira,214,1
105833652399018,Maina Karobia,Mwangi Godfrey Maina,192,1
1692208237695305,Button Badges,George Kingori Warui,128,1
1506723769658512,Susan Kihika,Susan Kihika,112,2
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,108,1
181477995294794,SYSPRO Global,These ads ran without a disclaimer,≤100,2
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,5
302242213657922,MissingVoiceske,These ads ran without a disclaimer,≤100,1
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100,1
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100,1
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
104870610890875,CIDCA,These ads ran without a disclaimer,≤100,1
204740833658478,Exness careers,These ads ran without a disclaimer,≤100,1
114507271987242,IVECA International Virtual Schooling,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
416963101691139,Play360,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,2
1909154786072245,Verkada,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
