Location name,Amount spent (TWD)
Changhua,7578
Chiayi,1984
Hsinchu,3743
Hsinchu City,6862
Hualien,3719
Kaohsiung,24947
Keelung City,3238
Kinmen,615
Lienchiang,≤100
Miaoli,3248
Nantou,4953
New Taipei City,42453
Penghu,614
Pingtung,5046
Taichung,32086
Tainan,16135
Taipei,36361
Taitung,1627
Taoyuan City,23759
Unknown,3452
Yilan,2703
Yunlin,4352
