Location name,Amount spent (CLP)
Antofagasta Region,63011
Araucanía Region,119606
Arica y Parinacota Region,22893
Atacama Region,19814
Aysén Region,22216
Bío Bío Region,228181
Coquimbo Region,81082
Los Lagos Region,70458
Los Ríos Region,36354
Magallanes y la Antártica Chilena Region,15659
Maule Region,93458
O'Higgins Region,82232
Santiago Metropolitan Region,1073880
Tarapacá Region,24433
Unknown,149
Valparaíso Region,289143
