Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
216911928319871,Banco Bci,Banco Bci,434135,4
527441447268308,Copec,COPEC S.A.,192450,4
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,149926,21
1548643738480723,Asistencia Deudores,Asistencia Deudores,144808,10
113194374358815,Compromiso Minero Chile,Compromiso Minero,130972,11
307330256067716,Red Atacama,Diarios en Red,108438,17
104189318481439,Minería y Futuro,Mineria y Futuro,108384,15
285417644878678,Red Antofagasta,Diarios en Red,107867,17
371453409556353,Red Coquimbo,Diarios en Red,107090,17
351583768232100,Red Tarapaca,Diarios en Red,106198,16
1618694568424968,Corproa,CORPROA Atacama,99951,14
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,93046,4
100447419569628,Demócratas Chile,Demócratas,89369,51
572161723127136,Copsa Chile,COPSA Chile,72099,4
105798328215264,Asistencia Familia,Asistencia Familia,70078,2
715843291871130,Congreso Futuro,Gonzalo Rosas Barrenechea,70050,4
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,51243,7
110951722267366,World Vision Chile,World Vision Chile,44439,3
104224427947088,Circula el Plástico,Metrix,35697,12
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,34333,1
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,33544,1
103527991214141,Cero DICOM,Cero Dicom,31064,5
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,30174,1
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,28718,2
273168169362020,Ministerio de Salud Chile,Ministerio de Salud,26934,3
109339288407350,Santuario Quitralco,Santuario Quitralco,26217,1
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,26130,6
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,24953,3
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,22702,13
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,20526,4
68793499001,UNICEF,UNICEF with Facebook Ad Credits,20356,8
226593947367922,Cultiva,Cultiva,18211,4
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,16941,13
946645452082629,Olimpiadas Especiales Chile,Olimpiadas Especiales Chile,16739,1
103663325721660,alpaca_buddha,These ads ran without a disclaimer,15292,1
103030962615298,Chile YAAC,Chile YAAC,15265,3
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,15028,9
337344323005423,Lo Barnechea,Lo Barnechea,14029,2
121717528487698,Confidence Chile,Confidence Chile SPA,13948,25
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,12934,7
109626371709961,Salmones Austral,Salmones Austral,11336,14
1101427233255754,Christopher White,Christopher White Bahamondes,10986,11
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10085,1
643513979193133,Unidos por Beatriz,Neuma,9171,7
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,9081,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,8204,3
104865379653366,Guido Girardi,Gonzalo Rosas Barrenechea,7278,1
110253331322287,Acuerdo Nacional Ahora,Acuerdo Nacional Ahora,7000,2
103209628279216,Luis Cuello diputado,Luis Alberto Cuello Peña Y Lillo,6063,1
181391545904480,Culturas Ñuble,Camilo Andres Escobar Retamal,5812,1
105324304889888,Julio Becerra E.,Julio Andres Becerra Espinoza,5000,4
118974348725735,Nataly Campusano - Consejera Regional,Nataly Campusano Díaz,4498,1
112414063439760,Saludable SPA,Brecha Digital Consultores,4477,20
221901754840837,Acciona.Chile,ACCIONA Chile,4457,1
102666401091730,Fedir Chile SpA,Brecha Digital Consultores Ltda.,4355,15
110346156981687,Alimentaciones Internacionales SA,Brecha Digital Consultores,4345,20
102891144402257,Merkén SpA,Brecha Digital Consultores,4341,15
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,4214,13
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4138,2
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,3619,7
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,3571,5
266790296879,Bloomberg,These ads ran without a disclaimer,3570,2
228285103998999,Fundación Piensa,Fundación P!ensa,3570,1
111375463904195,Core Jacqueline Jorquera,Jacqueline Jorquera,3551,6
