Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,28970,75
102639461303190,Fair Pay For All,Fair Pay For All,6790,220
7214031395,Oxfam Great Britain,Oxfam Great Britain,4973,60
7715002593,UNICEF UK,Unicef UK,4663,26
66188945100,Ben & Jerry's,Ben & Jerry's,3617,1
311627208673,WWF UK,WWF UK,2846,62
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2707,23
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2570,22
6233536938,War Child UK,War Child UK,2148,9
9250349228,Greenpeace UK,Greenpeace UK,2073,36
841894835830532,Electoral Commission UK,Electoral Commission UK,2055,60
408582579294175,UK government,UK Government,2029,4
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1946,10
25749647410,The Labour Party,The Labour Party,1537,661
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1257,18
799576543492660,The Week Junior,The Week Junior,1253,38
514212165305248,Leigh Day,Leigh Day,1222,40
8807334278,Conservatives,The Conservative Party,1210,11
7527864602,WaterAid UK,WaterAid UK,1188,78
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),1097,60
103835971750,Orbis UK,Orbis UK,889,16
139695000173,Good Energy,Good Energy,881,23
18168505158,The Woodland Trust,Woodland Trust,832,32
569834799727730,National Grid UK,National Grid UK,778,61
35671512696,World Animal Protection UK,World Animal Protection UK,762,40
10677003998,Shelter,Shelter,739,453
121936349543,World Vision UK,World Vision UK,725,62
34044296391,Surfers Against Sewage,Surfers Against Sewage,724,30
7043497714,Christian Aid,Christian Aid,698,19
46074836918,The Trussell Trust,Trussell Trust,687,8
143837658998810,WWT,Wildfowl and Wetlands Trust,652,8
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,645,14
112712550420527,Ekō UK,Ekō,618,6
40409120801,Refugee Council,Refugee Council,607,10
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,597,15
200480966638039,Supremacy 1914,These ads ran without a disclaimer,578,3
220543443746,International Rescue Committee - UK,International Rescue Committee UK,574,31
177855115588808,The Week UK,The Week UK,567,22
103662352102391,Family Debt Help,Ian Keith Parsons,563,12
13047522725,Crimestoppers,Crimestoppers,540,38
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,527,3
401847960644025,Extinction Rebellion UK,Extinction Rebellion,527,68
117476785190,Save the Children UK,Save the Children UK,506,20
10114144851,NSPCC,NSPCC,492,7
101958682650112,ESG UK,Energy Saving Grants,491,68
208573062515662,Freedom from Torture,Freedom from Torture,489,87
1660600037490738,Guardian Labs,Guardian Labs,466,27
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,440,4
122052607808255,CAGE,CAGE,432,3
358706239805,Scope,Scope,413,33
116625838402686,FareShare,FareShare,402,18
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,394,77
2047806148766050,Animal Equality UK,Animal Equality UK,392,3
195754307110390,Right To Life UK,Right To Life UK,391,17
47612991154,Dignity in Dying,Dignity in Dying,373,21
59367068326,The Ramblers,The Ramblers,367,37
61950489543,Labour North West,The Labour Party,365,14
46074836918,The Trussell Trust,These ads ran without a disclaimer,353,3
10499876484,Compassion in World Farming,Compassion in World Farming,305,15
1586251881644270,Keir Starmer,The Labour Party,290,189
274651352565844,Oltco Ltd,Oltco Ltd,287,113
137385490131,Electoral Reform Society,Electoral Reform Society,274,143
158077247591710,Refuge,Refuge,249,23
26698813123,British Red Cross,British Red Cross,238,15
107310464728068,Britain Remade,BRM Futures Limited,234,18
103298513038722,PennyAppeal,These ads ran without a disclaimer,227,28
249209468838241,Good Law Project,Good Law Project,223,54
2558329857727118,Families In Debt,Families in debt,219,1
246872175166,Action Against Hunger UK,Action Against Hunger UK,207,118
39605200520,ActionAid UK,ActionAid UK,204,15
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,204,24
490858150969676,5Pillars,5Pillars,203,6
601388547012748,Ecologi,Ecologi,199,70
200006375787,38 Degrees,38 Degrees,196,9
101255718164248,350 UK,350.org,195,10
290498754454402,European Movement UK,European Movement UK,191,6
103004792660944,Longleaf Valley,These ads ran without a disclaimer,187,3
110538548040758,Care2 UK,John Ayling & Associates,174,12
442816382865338,Social Security Scotland,Social Security Scotland,173,4
805056259512648,Transport for Greater Manchester,These ads ran without a disclaimer,169,1
685018844928882,Labour North,The Labour Party,169,10
10986039307,VSO,VSO,164,8
1046117708754519,Care4Calais,Care4Calais,162,17
361357197279177,Ashford Conservatives,Ashford Constituency Conservative Association,160,24
