Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,10505051,48
196599783696918,Efrain Alegre,Pedro Efraín Alegre Sasiain,7855334,28
532716330164048,Sole Núñez,Soledad Núñez,3625131,47
102266292553995,Sucia Política,Diego Ricardo Ramírez,3441962,11
325540631525675,En La Tecla,En la Tecla,2570469,10
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,2429936,4
1903045496681398,Celeste Diputada,Celeste Josefina Amarilla De Boccia,2217242,15
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,1598415,26
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,1591417,25
827201027312903,César LANDY Torres,PRANA SA,1493506,4
102684267782773,José Plate Silvero,Creagenz,1428571,4
106257452820864,Tito Saguier,Tito Saguier,1384466,3
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,1342267,26
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,1150317,20
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,980016,7
1310731702357133,GEN,GEN,948847,9
132554373464255,La Nación,Nación Media,933768,9
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,827377,31
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,800866,1
1593908204188878,Arq. Carlos López,Juan Roberto Villaverde Emategui,672387,15
610003299351933,Diego Cabral,Diego Emmanuel Cabral Sosa,601555,8
102917519228790,Bruno Defelippe,Bruno Defelippe,587888,31
109830218400800,Lea Giménez,Lea Raquel Gimenez Duarte,535210,1
199949073442305,Lilian Samaniego,Adventura,518440,11
392501567470357,Martín Arévalo,Mario Martin Arevalo Fernandez,493321,1
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,491577,5
102193762632115,Patricia dos Santos,Patricia Dos Santos,429727,11
100897992786802,Carolina Ferreira,Carolina Ferreira González,416689,4
120061519391875,César Paredes,César Paredes,404783,9
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,386747,4
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,369939,5
943824938962084,Luis Fernando,Luis Carlos Arce,366337,7
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365326,33
100192941401740,Arturo Toñanez Benitez,Arturo Arnaldo Toñanez Benitez,365035,10
591005821010442,Raúl Latorre,Derlis Becker,363912,2
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,363912,3
406051639796522,Eduardo Zavala,Eduardo Zavala,363912,48
111701681626785,Dani Fleitas,Katherin Maria Saldivar Espinola,363362,2
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,362706,6
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,361783,5
106981968505171,Adi Vázquez,Aditardo Vázquez Rojas,359471,11
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,354402,6
1094373423935985,German Solinger,Grissel Zárate Sotelo,339105,4
100777148341766,Oscar Salomón,Felipe Sebartian Salomon Casola,338925,1
1151984808290856,Hugo Portillo,Hugo Portillo,338456,18
574185086050572,Carlos Antonio Portillo Verón,Carlos Antonio Portillo Verón,330017,3
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,326589,6
2498041723587745,Colym Soroka,DGWorld,292432,3
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,285628,1
102467002671611,Jorge Heisecke,Jorge Heisecke,285463,4
100778482648263,Cerini 2023,DGWorld Consultoría Digital,284762,2
101937712167874,Sergio Rojas,Juan Bautista Lujan,274350,1
838018169889993,Fernando Ojeda,Fernando Ojeda,269143,9
105052422297773,Pedrito Gómez,Mario Alberto Velázquez Duarte,268110,1
105386388829016,Martín Presidente,Hugo Ildefonso Espinola Ricardo,266691,1
107351575426755,Dani Arce Senador,Victor Daniel Arce Gonzalez,263289,2
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,257073,17
299535480464229,Alejandro Rodriguez,Celso Alejandro Rodriguez Colman,256296,2
111353505103100,Santi Mbatara,Somos Paraguay,252525,4
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,251448,5
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,251137,1
1593908204188878,Arq. Carlos López,Fabio Raul Morales Insaurralde,249049,9
103984891569844,Fernando Ayala González,CLICNOVO,246605,5
518726648648192,Carlos Arrechea,Carlos Arrechea,244068,2
118756543324306,Marcelo Rojas,Marcelo Rojas,240716,4
115155161438386,Ruben Chilavert,Ruben Chilavert Rojas,232578,2
107823568693539,Lucas Aquino Senador,Hugo Ildefonso Espinola Ricardo,230337,3
102859249300384,Miguel Ghiringhelli Senador 2023,Liberty Tech,229154,1
