Location name,Amount spent (NZD)
Auckland Region,3422
Bay of Plenty Region,865
Canterbury,1689
Cook Islands,≤100
Gisborne District,116
Hawke's Bay,554
Manawatu-Wanganui,695
Marlborough Region,104
Nelson Province,198
Niue,≤100
Northland Region,443
Otago,521
Southland,271
Taranaki,346
Tasman District,127
Tokelau,≤100
Unknown,≤100
Waikato,1177
Wellington Region,1125
West Coast,≤100
