Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,13301,55
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12208,265
465235726843103,Ambev,Ambev,10097,9
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,5465,43
333720355130,Petrobras,Petrobras,5210,39
159103797542,Greenpeace Brasil,Greenpeace Brasil,4098,174
54779960819,United Nations,United Nations with Facebook Ad Credits,3722,9
171169022896525,Guaraná Antarctica,Ambev,2737,1
101189854802059,Revista Oeste,Revista Oeste,2700,12
131844590198876,Prefeitura de Porto Alegre,Prefeitura de Porto Alegre,1926,12
106869981440689,Brasil Certo,BRASIL CERTO,1916,15
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1660,61
491007197579019,Carlos Brandão,Carlos Brandão,1488,8
330379553673497,Oxfam Brasil,Oxfam Brasil,1406,153
169264993128249,Prefeitura de Fortaleza,Outcome Digital Strategy,1335,3
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1203,20
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,1151,15
130458937054870,Governo do Estado do Paraná,Governo do Estado do Paraná,1045,1
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,1018,5
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,951,23
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,909,17
198849783539777,Buscofem,Buscofem,865,1
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,822,114
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,805,7
220346131312219,Ministério Público do Trabalho,These ads ran without a disclaimer,780,1
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,746,30
7970426802,WWF-Brasil,WWF-Brasil,741,51
104738421003389,InvestNews BR,Easynvest,698,14
520803328039440,Recicla Sampa,Eco Urbis e Loga,652,50
615600128536767,Prefeitura de Sobral,Outcome Digital Strategy,638,4
263563620333111,Eduardo Braga,Carlos Braga,634,4
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,626,5
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,579,8
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,579,27
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,578,68
554540954593203,Raízen,These ads ran without a disclaimer,529,2
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,517,31
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,514,2
258088921369,TOTVS,TOTVS,506,6
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,497,50
1188994537783502,Tribunal Regional Eleitoral de São Paulo,Tribunal Regional Eleitoral de São Paulo,491,6
843985505628610,Órigo Energia,Órigo Energia,465,1
172271576134185,Habitat para a Humanidade Brasil,Habitat para a Humanidade Brasil,461,8
165175370206522,Citi Brasil,Citi Brasil,430,2
