Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,592
Flevoland,528
Friesland,761
Gelderland,2318
Groningen,718
Limburg,1105
Noord-Holland,3560
North Brabant,2559
Overijssel,1339
Sint Maarten,≤100
Unknown,≤100
Utrecht,1583
Zeeland,393
Zuid-Holland,4652
