Location name,Amount spent (CHF)
Aargau,337
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,319
Basel-Landschaft,116
Bern,484
Canton of Geneva,678
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,255
Fribourg,210
Graubünden,≤100
Jura,≤100
Luzern,223
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,144
Solothurn,134
Thurgau,134
Ticino,139
Unknown,≤100
Uri,≤100
Valais,187
Vaud,427
Zug,≤100
Zürich,1149
