Location name,Amount spent (CLP)
Antofagasta Region,81421
Araucanía Region,153527
Arica y Parinacota Region,25376
Atacama Region,27630
Aysén Region,19283
Bío Bío Region,290617
Coquimbo Region,87014
Los Lagos Region,139045
Los Ríos Region,65139
Magallanes y la Antártica Chilena Region,28727
Maule Region,131824
O'Higgins Region,97988
Santiago Metropolitan Region,1169895
Tarapacá Region,39020
Unknown,≤100
Valparaíso Region,275727
