Location name,Amount spent (BRL)
Acre (state),519
Alagoas,2456
Amapá,526
Amazonas,6477
Bahia,7122
Ceará,7343
Espírito Santo,3277
Federal District,4094
Goiás,7220
Maranhão,3692
Mato Grosso,3324
Mato Grosso do Sul,2563
Minas Gerais,18880
Paraná,8736
Paraíba,2224
Pará,5602
Pernambuco,8121
Piauí,1409
Rio Grande do Norte,2363
Rio Grande do Sul,13600
Rio de Janeiro (state),17734
Rondônia,1453
Roraima,531
Santa Catarina,7743
Sergipe,1821
São Paulo (state),44543
Tocantins,1238
Unknown,≤100
