Location name,Amount spent (TRY)
Adana Province,1052
Adıyaman Province,≤100
Afyonkarahisar Province,133
Aksaray Province,133
Amasya Province,≤100
Ankara Province,1899
Antalya Province,1581
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,383
Ağrı Province,≤100
Balıkesir Province,339
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,969
Denizli Province,374
Diyarbakır Province,133
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,693
Erzurum Province,≤100
Eskişehir Province,321
Gaziantep Province,384
Giresun Province,111
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,390
Isparta Province,117
Istanbul Province,13891
Iğdır Province,≤100
Kahramanmaraş Province,176
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,249
Kayseri Province,272
Kilis Province,≤100
Kocaeli Province,712
Konya Province,465
Kütahya Province,114
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,530
Manisa Province,339
Mardin Province,≤100
Mersin Province,622
Muğla Province,626
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,155
Osmaniye Province,114
Rize Province,≤100
Sakarya Province,189
Samsun Province,343
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,102
Tekirdağ Province,459
Tokat Province,104
Trabzon Province,153
Tunceli Province,≤100
Unknown,≤100
Uşak Province,105
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,162
Çanakkale Province,170
Çankırı Province,≤100
Çorum Province,109
İzmir Province,1343
Şanlıurfa Province,222
Şırnak Province,≤100
