Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
292074670808351,Frente Amplio,Frente Amplio,894,2
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,645,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,486,2
502665456448329,Federico Barolin,These ads ran without a disclaimer,395,1
100695741925657,Juan Pablo Rocca Selgas,Juan Pablo Rocca Selgas,330,1
339506493370193,Richard Sander,Richard Saul Sander Darín,300,1
102652064888705,REDUY.net,REDUY,179,1
104668281292377,CESCOS,These ads ran without a disclaimer,≤100,1
31121558686,BBVA Careers,These ads ran without a disclaimer,≤100,1
178168275528158,Secretaría General Iberoamericana (SEGIB),These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
108537340548276,"Haiku, Inc.",These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
