Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
102726939281075,Đồ bộ đẹp trung niên 2,These ads ran without a disclaimer,440804,2
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,292528,10
919479674872321,Báo Nghệ An,Báo Nghệ An,136006,1
108354147624545,natfarouz,These ads ran without a disclaimer,125514,1
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,76163,4
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,58709,4
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,52565,1
100190251454228,Bình Bán Book,These ads ran without a disclaimer,29281,1
111508197374332,ADB Southeast Asia Development Solutions - SEADS,These ads ran without a disclaimer,21368,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,6737,2
144239423007,VOA Tiếng Việt,These ads ran without a disclaimer,2814,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,2348,1
116308369063243,Kambria,These ads ran without a disclaimer,130,1
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
116565210248789,يوان يوان ببكين,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,2
103892389278045,officialmisscharity,These ads ran without a disclaimer,≤100,1
103843752435966,Morehackz - The R Page,These ads ran without a disclaimer,≤100,1
