Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Stundin,Stundin,30464,9
314036327204,VR,VR,27273,25
573559522797177,Flokkur fólksins,Flokkur Fólksins,6133,7
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,3778,1
137524753533383,Miðflokkurinn,Miðflokkurinn,1944,1
154893001218870,ADHD samtökin,ADHD samtökin,1854,3
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,1478,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1045,1
106979180938014,Samstöðin,Samstöðin ehf,838,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,709,10
1196148503735000,Hagvangur,These ads ran without a disclaimer,515,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,429,2
245267163673,Bryndís Haraldsdóttir,Bryndís Haraldsdóttir,377,1
105986171646268,Diljá Mist,Diljá Einarsdóttir,327,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
186691125128189,Air Liquide,These ads ran without a disclaimer,≤100,1
