Location name,Amount spent (CAD)
Alberta,35032
British Columbia,9840
Manitoba,4958
New Brunswick,891
Newfoundland and Labrador,912
Northwest Territories,124
Nova Scotia,1397
Nunavut,≤100
Ontario,24828
Prince Edward Island,178
Quebec,11833
Saskatchewan,2757
Unknown,≤100
Yukon,≤100
