Location name,Amount spent (ZAR)
Eastern Cape,497
Free State,414
Gauteng,2024
KwaZulu-Natal,917
Limpopo,490
Mpumalanga,240
North West,167
Northern Cape,≤100
Unknown,≤100
Western Cape,1739
