Location name,Amount spent (CLP)
Antofagasta Region,204251
Araucanía Region,331288
Arica y Parinacota Region,110803
Atacama Region,73557
Aysén Region,23526
Bío Bío Region,687976
Coquimbo Region,511628
Los Lagos Region,242221
Los Ríos Region,250656
Magallanes y la Antártica Chilena Region,123528
Maule Region,369273
O'Higgins Region,397236
Santiago Metropolitan Region,2583471
Tarapacá Region,180933
Unknown,116
Valparaíso Region,1351001
