Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
100606052976302,Gloria Hutt,Gloria Hutt,811257,110
52263787734,Unión Demócrata Independiente,Unión Demócrata Independiente,793128,9
113153381003177,Natalia Piergentili,Natalia Piergentili,777697,99
28023147497,Partido Comunista de Chile,Partido Comunista de Chile,665470,22
105292082486576,Edmundo Eluchans,Edmundo Eluchans Urenda,610161,23
104189318481439,Minería y Futuro,Mineria y Futuro,580205,50
105091012517593,Bruno Baranda,Campaña Bruno Baranda,578585,35
113034028357700,Jaime Ravinet,Jaime Nicolas Ravinet De La Fuente,563304,50
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,501020,13
114628888236450,Andrés Palma Irarrázaval,Andres Palma Irarrazaval,474697,11
104668318283169,El Profesor Luis Silva,El Profesor Luis Silva,443303,13
628303047364442,Dr. Marco Antonio Núñez,Marco Antonio Nuñez,420350,96
373673936059220,Evolución Política,Evópoli,317030,31
107339088943210,Yerko Ljubetic,Yerko Ljubetic,306394,17
52263787734,Unión Demócrata Independiente,Víctor Santiago Mesías Sandoval,306239,3
418281855197789,Democracia Cristiana,Democracia Cristiana,269004,186
100476318997145,Pablo Verdugo Vergara,Pablo Ignacio Verdugo Vergara,261709,9
102423335548109,Rocío Donoso - Candidata Constituyente,Rocío Donoso,238054,19
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,231743,7
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,209081,18
101761458511272,Jorge Insunza,Jorge Insunza,202148,97
111831181812892,Raimundo J. Palamara Stewart,Raimundo J. Palamara Stewart,199855,7
115808554792561,Carlos Galleguillos Carvajal,Carlos Andres Galleguillos Carvajal,190800,14
1106638076061044,Carlos Recondo,Carlos Recondo,189956,9
117971414554702,Juan Sutil,Juan Sutil Candidato,189575,66
116719478002146,Andrés Zaldívar L,Andrés Zaldívar L,183479,3
219605241425430,Partido Socialista de Chile,Partido Socialista de Chile,176924,48
257773836107444,Ricardo Ortega Perrier,Ricardo Ortega Perrier,173039,102
168872229926629,Mario Undurraga Consejero Constitucional,Mario Undurraga,142552,9
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,130070,19
104820842536215,Ignacio Dülger,Ignacio Dulger,120976,3
680475562417785,Convergencia Social,Convergencia Social,119704,29
259249815958789,Paloma Zuñiga - Consejera Constitucional Biobío,Paloma Ignacia Zuñiga Cerda,118119,23
101915952829830,María Pardo Vergara,María Pardo Vergara,104396,10
1548643738480723,Asistencia Deudores,Asistencia Deudores,102587,10
1656604587945247,Viviana Nuñez Consejera Constitucional E-23,Viviana Nuñez,102560,17
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,100711,8
371453409556353,Red Coquimbo,Diarios en Red,100678,14
285417644878678,Red Antofagasta,Diarios en Red,99314,14
109507485398506,Luis Valentin Ferrada - Consejero Constitucional,Jorge Marto,99258,18
307330256067716,Red Atacama,Diarios en Red,98300,14
351583768232100,Red Tarapaca,Diarios en Red,98252,14
1396460303715065,Carozzi,Carozzi,97412,2
104782822559247,Jose Antonio Urrutia - Candidato Consejo Constitucional E-18,Agustin Orrego,93543,18
110431750601473,ZapataConstituyente,ZapataConstituyente,91001,19
102807928808940,Marcelo Encina Muñoz,Marcelo Ricardo Encina Muñoz,89345,2
113185708370601,Robert Weissohn Consejero Constitucional,Robert Kurt Weissohn Heck,86319,19
101027739631760,Valeria Chacana Consejera Constitucional,Valeria Chacana Alarcón,80937,15
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,80642,7
102586276093037,Sergio Bitar,Sergio Bitar,80523,14
104497311518155,Macarena Bravo,Macarena Bravo,79906,56
109274558738561,Beatriz Hevia Consejera Los Lagos,Beatriz Hevia Consejera Los Lagos,75033,2
150372358891887,Paz Suárez Briones,Paz Andrea Suarez Briones,74358,6
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,72139,21
105798328215264,Asistencia Familia,Asistencia Familia,71879,2
108847172131873,Claudio Ferrada x Ñuble,Claudio Ferrada x Ñuble,65237,2
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,63419,3
335068640271176,Nataly Neira Candidata Consejera Constitucional BioBio,Nataly Neira,60523,7
116710021362220,Mario Rios Santander,Mario Enrique Rios Santander,59536,1
107300374571049,Daniela Castro Araya,Daniela Castro Araya,59089,9
13212504705,Jorge Ivan Ulloa Aguillon,Jorge Ivan Ulloa Aguillon,58141,8
256214294989170,DaleProfe,daleProfe,55008,62
229835819030014,Gabriel Domínguez,Gabriel Domínguez,53537,1
105216321995280,Pivotes_cl,Fundación Pivotes,52321,12
103336024980358,Christian Suárez Constituyente,Christian Suárez Constituyente,48034,2
111477215224712,Marlenne Durán,Marlenne Durán,48018,6
102713709451980,Gloria Maritza Hurtado Garay,Gloria Maritza Hurtado,45874,6
105893532431148,Carmen Frei Consejera Constitucional,Carmen Frei,44977,6
110950955273185,Germán Becker Araucanía,GERMÁN ANTONIO BECKER ALVEAR,43305,6
105877901417702,Rodrigo Muñoz Ponce,Rodrigo Leonardo Muñoz Ponce,41048,9
110470183711883,Romina Terrazas Consejera Constitucional Tarapacá,Romina Terrazas Consejera Constitucional Tarapacá,40856,1
110185035352619,Gonzalo Pinochet,Gonzalo Antonio Pinochet Abarca,40821,4
101200421606621,Valentín Matus Martínez,Valentin Ignacio Matus Martinez,40793,2
104924965916752,Pilar Barrientos,María Del Pilar Barrientos Hernández,39954,3
103879121710797,Patricia Sanzana - Consejera Constitucional,Patricia Alejandra Sanzana Cardenas,39905,4
100965608750758,Dr. Julio Contreras,Julio Gastón Contreras Muñoz,39905,2
115338381476898,Evelyn Zottele candidata a Consejera Constitucional X Región,Alicia Marta Lobos Ojeda,39905,9
105404275848784,Miriam Arenas Sandoval,Miriam De Las Mercedes Arenas Sandoval,39892,6
107194435644655,Alejandra Vivanco,Alejandra Vivanco,39782,15
78239901502,Diario Financiero,Grupo DF,39724,31
115213264819834,Carol Aros Seguel,Gonzalo Hans Sánchez Sanhueza,38608,1
103966845037915,Rodrigo Rettig - Consejero Constitucional,Rodrigo Alfonso Rettig Vargas,38326,3
103259918760204,Lista negra política La voz de la Muchedumbre.,Cristian Alejandro Vivian Troncoso,37384,6
104009952620870,Mario García Araucanía,Mario García Araucanía,35956,1
355650785544749,Sebastián Figueroa,Sebastián Alberto Figueroa Melo,35200,6
103480862680636,Erna Maldonado Consejera Constitucional,Erna Marjorie Maldonado Casanova,34826,14
430339687135332,Sadi Melo,Sadi Melo,34714,7
112303492123355,Rodrigo Delgado,Christian Oviedo,34637,13
1157078510981546,Corporación Municipal Gabriel González Videla,Corporación Municipal Gabriel González Videla,34599,7
116879721345459,Roberto Cortez Consejero Constitucional 2023,Roberto Flavio Cortez Rojas,33470,9
107152958969232,Josefina Letelier,Josefina Letelier,33130,1
105494899139678,Allard Constitucional,Allard Constitucional,32582,11
194708347256755,Puranoticia.cl,Puranoticia.cl,31830,22
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,31755,15
113973951635669,sandralamalarenas,Sandra Teresa Lama Larenas,31189,3
114998294847196,Aldo Bernucci Constituyente,Aldo Dino Bernucci Diaz,31031,1
106112795743664,Verónica Garrido Briceño,Verónica Garrido Briceño,30854,8
106921338410697,Patricia Besa Tagle Republicana,Patricia Besa Tagle,30677,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29999,1
102854689398571,Jessica Bengoa,Arturo Ignacio Díaz Medina,29373,3
124885510532901,Miguel Littin - Constituyente,Miguel Ernesto Littin Cucumides,29018,10
117215271317591,Loreto Campana C-17 Consejera Constituyente,Loreto Ester Campana Morales,28478,8
108291914947259,Mi Derecho a Educar,Mi Derecho a Educar,28225,2
107781209280427,Bolsa de Santiago,Bolsa de Santiago,27746,2
1661207433889496,Dr Salvador Urrutia y Constitución,Dr Salvador Urrutia y Constitución,27746,7
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,26160,3
115709314769903,Ariel Mihovilovic,Ariel Mihovilovic,25994,2
114824831560339,Jorge Carrillo,Jorge Carrillo Villalobos,25113,1
344500636710159,Brunella Vinet,Brunella De Lourdes Vinet Mattasoglio,24409,4
107121248975540,Marcelo Schilling-Constitucional,Marcelo Gastón Rodriguez Schilling,24298,1
113127473739015,UGM Postgrados,These ads ran without a disclaimer,21484,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,21404,5
103946825976962,Cristian San Martín Abogado Candidato Consejero Constitucional B-6,Cristian Daniel San Martin Carrasco,21261,4
1642794332617927,Colegio de Cirujano Dentistas de Chile A.G.,Colegio de Cirujano Dentistas de Chile A.G.,21134,3
2081250478844624,Manuel Tobar Leiva,Manuel Tobar Leiva,21101,3
376352265809593,Guillermo Ceroni 2023,Guillermo Ceroni Fuentes,20773,3
100181076346959,Karen Araya Rojas Consejera Constituyente,Karen Araya Rojas Consejera Constituyente,20659,5
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,20637,3
103527991214141,Cero DICOM,Cero Dicom,20565,8
115963444746860,Solange Carmine Constituyente,Solange Carmine,20545,3
103522812684363,Patricia Spoerer Price,Patricia Spoerer Price,20279,14
101876126200855,Gonzalo Vega Moreno Consejero Constitucional,Gonzalo Andres Vega Moreno,20104,4
105598472507900,Alfonso Campos Consejero Constitucional,potrero ltda,19254,1
558224964238853,Anglo American,Anglo American,17782,2
245004027412380,Tabita Silva D14,Tabita Sarai Silva Leiva,17704,4
111682861850546,Nalto Constituyente 2023,Nalto Espinoza Hurtado,17471,2
113608701652984,Victoria Trapp Moreira,Victoria Trapp Moreira,17320,5
105101844897719,María Claudia Jorquera - Consejera Constitucional Maule,Nicolás Alejandro Pereira Bustamante,16431,10
107826762240781,"Lu Pruzzo, Candidata Constituyente","Lu Pruzzo, Candidata Constituyente",16105,4
106886172345440,Carolina Contreras candidata a Consejera Constitucional,Carolina Contreras Retamal,15269,14
104091048494909,"Carola Cabeza, Consejera Constitucional",Carola Andrea Cabeza Fuentes,15088,2
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,14974,1
100702245161627,Norma Córdova,Norma Córdova,14879,3
108291914947259,Mi Derecho a Educar,Felipe Varela,14770,1
107308047493017,Camila Sabando Consejera Constitucional,Camila Sabando Vega,14752,2
112555455065264,Vehículos en Peligro,Vehículos en Peligro,14573,15
113335468364018,Jazmín Murillo Constituyente,Jazmín Amanda  Murillo  jorquera,14552,2
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sofofa,14269,5
101217102905633,Christian Inostroza,Christian Inostroza,13500,3
107061169026057,José Mardones Gallardo,Jose Mardones G,13347,7
102326269466587,Mauricio Pavez,Mauricio Pavez Galaz,13316,1
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,13248,11
112350568479579,Romina Ramos Rodríguez,Romina Ramos Rodríguez,12765,7
103030962615298,Chile YAAC,Chile YAAC,12404,7
109528705408416,Eduardo Castro Ríos - Consejero Constitucional,Giovanni Riffo,12220,6
100214049680961,Carlos Solar Barrios,Carlos Solar Barrios,12203,2
108139672208391,Josefa Balmaceda Consejera Constitucional Ñuble,Josefa Javiera Balmaceda V,12004,1
107204884646731,Carla Allendes Soza - Candidata Consejera Constitucional,José Ignacio Retamales Mendoza,11933,4
119639157745671,Pedro Omar Lamas E-20 Consejero Constitucional,Pedro Omar Lamas Gutierrez,11830,5
26929188652,El Observatodo,MiVoz.cl,11275,16
300065530049841,Te Protejo,These ads ran without a disclaimer,10494,1
105766605793061,Kinturay Melin Rapiman,Kinturay Melin Rapiman,10202,3
203934690134245,Pilar Cuevas Consejera Constitucional,Pilar Cuevas Consejera Constitucional,10158,1
100450062086471,APivcevic,APivcevic,10108,2
104224427947088,Circula el Plástico,Metrix,9513,5
113905858293465,Guillermo Palacios Candidato,Guillermo Palacios Candidato,9219,8
101165425399412,José Osvaldo Zuñiga Consejero Constitucional Ñuble,José Osvaldo Zuñiga Pino,8820,2
190270371085405,Andrés Sepúlveda Jiménez,José Ignacio Retamales Mendoza,8171,2
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,8102,5
376515412420057,GabrielBenelli,Gabriel Alejandro Benelli Paredes,7927,1
350025708997760,Minera Vizcachitas,Minera Vizcachitas,7779,7
181189911970230,Alberto Undurraga V,Alberto Undurraga V,7652,1
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,7635,2
332967387146069,Diputado Andrés Celis Montt,Andrés Celis Montt,7548,1
103565788759265,Andrea Quijón Constituyente,Erna Andrea Quijón Godoy,7545,3
101531652883635,Liliana González Consejera Constitucional,Daniela Del Sol Platarrueda Lopez,7309,2
100537472438913,Futuro Madera,Futuro Madera,7305,1
115416134825688,Marila Barrientos,Marila Loreto Barrientos Triviños,7221,4
181208945236608,Patria Progresista,Patria Progresista,7056,1
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,7021,4
106467527978267,Dr. Fernando Araos Dattoli,Fernando Dattoli,7002,2
100920822361338,Jorge Sepúlveda Consejero Constitucional,Juan Carlos Reiman Antileo,7000,1
100495615365718,Kurt Hener a Consejero Constitucional,Kurt Armando Hener Perez,6853,4
112475141758550,Raúl Gil González,Raul Gil Gonzalez,6600,1
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,6566,2
100407462996006,Camila Torres Constituyente,Camila Torres Constituyente,6342,2
115638851443506,Erwin Sandoval Consejero Constitucional,Erwin Sandoval Consejero Constitucional,6300,2
438330923602981,Libres Chile,Libres Chile,6194,6
173417548106840,Natalia Romero,Natalia Angelica Romero Talguia,6122,2
108646898818665,Dominica Guzmán consejera constitucional,Dominica Guzmán,5909,1
995097183940708,Vittorio Ghiglino Consejero Constitucional,Vittorio Ghiglino Consejero Constitucional,5731,14
1284017825055092,Juan Carlos Duhalde,Juan Carlos Duhalde,5549,6
107254382286066,Aldo Sanhueza Consejero Constitucional,Aldo Sanhueza Carrera,5296,1
117118924644426,Valeria Ochoa,Valeria Amanda Ochoa Hinrichsen,5207,9
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5171,2
116098628081805,Gonzalo Yuseff Quirós,Gonzalo Yuseff Quirós,5104,6
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,5014,1
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4884,5
113540781539326,Workmed,Workmed,4781,21
109416599136825,El Diario de Antofagasta,El Diario de Antofagasta,4756,3
137055450193620,Katherine López,Katherine Elizabeth López Rivera,4700,1
105257689166961,María de los Angeles López,María de los Angeles López,4602,1
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,4450,1
254968451965503,Juan Valdes,Juan Valdes,4375,9
212672485793114,Frank Sauerbaum,Frank Carlos Sauerbaum Muñoz,4168,1
115204154820914,Consejero Constituyente Antofagasta Juan Moraga,Naomi Camila Paz Koo Mazuela,4042,3
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,3964,4
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,3964,1
