Location name,Amount spent (VND)
An Giang Province,7814
Bà Rịa–Vũng Tàu Province,4713
Bình Dương Province,11369
Bình Phước Province,6651
Bình Thuận Province,7008
Bình Định Province,55962
Bạc Liêu Province,3973
Bắc Giang Province,9441
Bắc Kạn Province,3085
Bắc Ninh Province,5741
Bến Tre Province,5291
Cao Bằng Province,28280
Cà Mau Province,4369
Cần Thơ,3028
Da Nang,2714
Gia Lai Province,6052
Haiphong,4481
Ho Chi Minh City,29528
Hà Giang Province,3967
Hà Nam Province,3112
Hà Tĩnh Province,330664
Hòa Bình Province,6620
Hưng Yên Province,3602
Hải Dương Province,6387
Hậu Giang Province,1661
Khánh Hòa Province,4610
Kiên Giang Province,6978
Kon Tum Province,2930
Lai Châu Province,1392
Long An Province,5534
Lào Cai Province,3786
Lâm Đồng Province,5513
Lạng Sơn Province,8730
Nam Định Province,5340
Nghệ An Province,885881
Ninh Bình Province,3753
Ninh Thuận Province,3470
Phú Thọ Province,6884
Phú Yên Province,6248
Quảng Bình Province,5398
Quảng Nam Province,7679
Quảng Ngãi Province,6059
Quảng Ninh Province,5505
Quảng Trị Province,4494
Sóc Trăng Province,5802
Sơn La Province,9559
Thanh Hóa Province,14463
Thái Bình Province,5712
Thái Nguyên Province,12286
Thừa Thiên–Huế Province,6747
Tiền Giang Province,6664
Trà Vinh Province,5370
Tuyên Quang Province,6360
Tây Ninh Province,5909
Unknown,≤100
Vĩnh Long Province,3468
Vĩnh Phúc Province,4816
Yên Bái Province,53856
Điện Biên Province,4470
Đắk Lắk Province,13147
Đắk Nông Province,4803
Đồng Nai Province,31917
Đồng Tháp Province,6012
