Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,49883366,8
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,5653408,52
164882486874333,antaranews.com,antaranews.com,3946517,5
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,3238080,48
54779960819,United Nations,United Nations with Facebook Ad Credits,2903288,3
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2820031,66
197545083607941,Harian Kompas,Harian Kompas,2783075,54
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,2269991,51
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,2058562,3
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,1826753,8
102262302515901,Henry Indraguna,Ananda Puja Wandra,1706611,6
113543730626,The Habibie Center,The Habibie Center,1449974,6
106883058905796,Tanda Seru,Aditia Ramdani,1266100,36
104622532469179,Populis,Aditia Ramdani,1150142,33
101428652793656,Readktif,Aditia Ramdani,1150023,33
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,857785,9
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,782682,11
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,695217,7
144214102401186,Maman Abdurrahman,Maman Abdurrahman,586572,5
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,539343,5
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,495367,1
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,490124,6
101960622677350,E-KTA Partai Golkar,Yayasan Golkar Institute SPKP,477696,8
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,431430,2
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,424925,3
614375262100876,Partai Nasdem,Naila Saadah,390140,1
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,387639,4
342449962923657,Berita Ganjar Pranowo,Septian Raharjo,346777,2
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,333078,34
101203454841155,Kota Kite,Prayogo,287523,8
1959960104257176,Ariyo Bimmo,Partai Solidaritas Indonesia,278453,1
100905138379015,Diskominfo Kab.Klaten,Diovanka Darmawan,274608,8
105621692292591,G24 Golkar Sulsel,Yayasan Golkar Institut SPKP,251031,6
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,250964,3
173776079818775,Saiful Mujani,Saidiman,239757,1
103581752405141,Sobar Harahap,Juniar Dwi Harianto,219136,4
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,209949,3
101629779030791,Ahmad Abdy Baramuli,Efendi Syafruddin,191732,1
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,189250,4
975393075954579,Syahrul Yasin Limpo,Ideabuzz ID,185959,1
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,175340,6
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,175074,2
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,167403,15
111313231664204,Bersama Sukabumi,Ganjar Nusantara Indonesia,163590,3
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,156869,8
150519098896245,kumparanMOM,PT. Dynamo Media Network,156542,1
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,153918,2
102981496004696,Relawan Sedulur Nafa Urbach,Siti Rospeni,152085,6
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,151600,5
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,145388,21
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,141353,3
105567345649477,G24 Golkar Sumsel,Yayasan Golkar Institut SPKP,137129,3
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,127276,3
109421458610554,G24 Golkar Riau,Yayasan Golkar Institute SPKP,118379,3
102477679297861,G24 Golkar Sumbar,Yayasan Golkar Institute SPKP,114192,4
