Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,112
County Cork,478
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,222
County Mayo,159
County Meath,181
County Monaghan,≤100
County Offaly,≤100
County Tipperary,151
County Westmeath,105
Donegal,180
Dublin,1725
Galway,302
Kerry,158
Kildare,204
Kilkenny,≤100
Limerick,250
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,128
Wexford,179
Wicklow,151
