Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,541
Bicol Region,10560
Cagayan Valley,2398
Calabarzon,15791
Caraga,1748
Central Luzon,9439
Central Visayas,11962
Cordillera Administrative Region,1265
Davao Region,3657
Eastern Visayas,3140
Ilocos Region,4086
Metro Manila,25973
Mimaropa,1682
Northern Mindanao,4780
Soccsksargen,2456
Unknown,≤100
Western Visayas,8193
Zamboanga Peninsula,2327
